Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
0.000352697,3,18,38.91326531,GO:0038128 ERBB2 signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0038128, ERBB2  EGFR  SRC
0.000352697,3,18,38.91326531,GO:0044320 cellular response to leptin stimulus , http://amigo.geneontology.org/amigo/term/GO:0044320, STAT3  SIRT1  CCNA2
0.000363768,5,97,12.03503051,GO:0048708 astrocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0048708, ABL1  MAPK1  MAPK3  SMO  STAT3
0.000363768,5,97,12.03503051,GO:1901019 regulation of calcium ion transmembrane transporter activity , http://amigo.geneontology.org/amigo/term/GO:1901019, DRD2  DRD3  FKBP1A  TLR9  CDK5
0.000370315,4,50,18.67836735,GO:0033628 regulation of cell adhesion mediated by integrin , http://amigo.geneontology.org/amigo/term/GO:0033628, SYK  RET  PTK2  PIK3CG
0.000370315,4,50,18.67836735,GO:0048806 genitalia development , http://amigo.geneontology.org/amigo/term/GO:0048806, TYRO3  PDGFRA  MERTK  AXL
0.00037761,10,507,4.605120155,GO:0050867 positive regulation of cell activation , http://amigo.geneontology.org/amigo/term/GO:0050867, SYK  JAK2  AXL  LCK  TLR9  ABL1  JAK3  PDGFRB  PTAFR  SRC
0.000379926,5,98,11.91222407,GO:1901992 positive regulation of mitotic cell cycle phase transition , http://amigo.geneontology.org/amigo/term/GO:1901992, CDC25B  CCND1  CDK4  EGFR  CDK1
0.000382078,8,316,5.910875743,GO:0051222 positive regulation of protein transport , http://amigo.geneontology.org/amigo/term/GO:0051222, ERBB2  JAK2  SMO  CDK5  CDK1  CDK5R1  SRC  ACHE
0.000390066,8,317,5.892229447,GO:0051054 positive regulation of DNA metabolic process , http://amigo.geneontology.org/amigo/term/GO:0051054, EGFR  CDK2  CDK1  SRC  SIRT1  MAPK1  MAPK3  PDGFRB
0.000394372,7,234,6.984432234,GO:0008406 gonad development , http://amigo.geneontology.org/amigo/term/GO:0008406, SIRT1  CCND1  PDGFRB  PDGFRA  INSR  SRC  TLR9
0.000396134,4,51,18.31212485,GO:0007632 visual behavior , http://amigo.geneontology.org/amigo/term/GO:0007632, DRD2  BRAF  CDK5  DRD3
0.000396134,4,51,18.31212485,GO:0022602 ovulation cycle process , http://amigo.geneontology.org/amigo/term/GO:0022602, SIRT1  PDGFRA  NPY5R  SRC
0.000396134,5,99,11.79189858,GO:0060291 long-term synaptic potentiation , http://amigo.geneontology.org/amigo/term/GO:0060291, ABL1  MAPK1  LGMN  DRD2  BRAF
0.000407741,9,412,5.100282346,GO:0001654 eye development , http://amigo.geneontology.org/amigo/term/GO:0001654, ACHE  PDGFRA  EGFR  DRD2  MERTK  RET  STAT3  FLT1  PDGFRB
0.000411683,6,162,8.64739229,GO:2001056 positive regulation of cysteine-type endopeptidase activity , http://amigo.geneontology.org/amigo/term/GO:2001056, LGMN  LCK  JAK2  SIRT1  SYK  RET
0.000421956,9,414,5.075643301,GO:0006631 fatty acid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0006631, SCD  LIPG  CPT1A  FAAH  FASN  TBXAS1  DGAT2  ACACB  SIRT1
0.000423111,4,52,17.9599686,GO:0010923 negative regulation of phosphatase activity , http://amigo.geneontology.org/amigo/term/GO:0010923, FKBP1A  ROCK1  ROCK2  IKBKB
0.000423111,6,163,8.594340804,GO:0030856 regulation of epithelial cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0030856, MMP9  CCND1  SMO  ROCK1  ROCK2  IKBKB
0.000423111,4,52,17.9599686,GO:0045058 T cell selection , http://amigo.geneontology.org/amigo/term/GO:0045058, BRAF  SYK  STAT3  CTSL
0.000423111,4,52,17.9599686,GO:0070741 response to interleukin-6 , http://amigo.geneontology.org/amigo/term/GO:0070741, STAT3  SRC  JAK2  JAK1
0.000423111,4,52,17.9599686,GO:0098926 postsynaptic signal transduction , http://amigo.geneontology.org/amigo/term/GO:0098926, HRH4  ACHE  JAK2  CDK5R1
0.00042412,18,1522,2.761256671,GO:0048699 generation of neurons , http://amigo.geneontology.org/amigo/term/GO:0048699, SMO  ERBB2  TNIK  CDK5  CDK5R1  TYRO3  JAK2  ABL1  CCND1  DRD2  BRAF  RET  AXL  STAT3  ROCK1  FGFR1  FGFR2  PTK2
0.000427005,13,857,3.541697426,GO:0030029 actin filament-based process , http://amigo.geneontology.org/amigo/term/GO:0030029, ROCK1  ROCK2  TNIK  ABL1  PDGFRA  BRAF  CDK5  CDK5R1  IKBKB  TEK  SRC  PDGFRB  JAK2
0.000433047,9,416,5.05124117,GO:0150063 visual system development , http://amigo.geneontology.org/amigo/term/GO:0150063, ACHE  PDGFRA  EGFR  DRD2  MERTK  RET  STAT3  FLT1  PDGFRB
0.000440591,7,239,6.838314405,GO:0000082 G1/S transition of mitotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:0000082, CCNE1  CCND1  CDK2  CDK5  CCNE2  CDK4  EGFR
0.000440591,7,239,6.838314405,GO:0045137 development of primary sexual characteristics , http://amigo.geneontology.org/amigo/term/GO:0045137, SIRT1  CCND1  PDGFRB  PDGFRA  INSR  SRC  TLR9
0.000444975,11,627,4.09613319,GO:0005975 carbohydrate metabolic process , http://amigo.geneontology.org/amigo/term/GO:0005975, SIRT1  INSR  DGAT2  ACACB  CPT1A  MGAT2  STAT3  PTAFR  PFKFB3  SRC  BRAF
0.000446769,9,418,5.027072552,GO:0032970 regulation of actin filament-based process , http://amigo.geneontology.org/amigo/term/GO:0032970, ROCK1  ABL1  ROCK2  BRAF  CDK5R1  TEK  PDGFRB  PDGFRA  CDK5
0.000447132,6,165,8.490166976,GO:0060041 retina development in camera-type eye , http://amigo.geneontology.org/amigo/term/GO:0060041, ACHE  PDGFRA  MERTK  RET  STAT3  PDGFRB
0.000449508,11,628,4.089610685,GO:0032787 monocarboxylic acid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0032787, SCD  LIPG  CPT1A  FAAH  FASN  TBXAS1  DGAT2  ACACB  SIRT1  STAT3  INSR
0.000450063,4,53,17.62110127,GO:0071827 plasma lipoprotein particle organization , http://amigo.geneontology.org/amigo/term/GO:0071827, PLA2G7  SCARB1  SOAT1  LIPG
0.000454726,25,2613,2.233826941,GO:0051172 negative regulation of nitrogen compound metabolic process , http://amigo.geneontology.org/amigo/term/GO:0051172, SIRT1  FKBP1A  ABL1  CCND1  EGFR  RPS6KA3  PIK3CB  ROCK1  CCNE1  CDK2  SMO  DRD2  DRD3  CDK5  STAT3  SRC  ROCK2  MMP9  IKBKB  PLK1  CDK5R1  FGFR2  JAK3  SLC8A1  RAF1
0.000458626,6,166,8.439021392,GO:0006633 fatty acid biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0006633, SCD  LIPG  FASN  TBXAS1  ACACB  SIRT1
0.000458626,7,241,6.781564908,GO:0044242 cellular lipid catabolic process , http://amigo.geneontology.org/amigo/term/GO:0044242, LIPG  FAAH  PLA2G7  SCARB1  ACACB  PIK3CG  CPT1A
0.000458626,6,166,8.439021392,GO:0090316 positive regulation of intracellular protein transport , http://amigo.geneontology.org/amigo/term/GO:0090316, ERBB2  JAK2  SMO  CDK5  CDK1  CDK5R1
0.000465716,3,20,35.02193878,GO:0010759 positive regulation of macrophage chemotaxis , http://amigo.geneontology.org/amigo/term/GO:0010759, MAPK1  MAPK3  PTK2
0.000465716,3,20,35.02193878,GO:0030540 female genitalia development , http://amigo.geneontology.org/amigo/term/GO:0030540, TYRO3  MERTK  AXL
0.000465716,3,20,35.02193878,GO:2000251 positive regulation of actin cytoskeleton reorganization , http://amigo.geneontology.org/amigo/term/GO:2000251, ABL1  TEK  CDK5
0.00047744,12,748,3.745661901,GO:0045596 negative regulation of cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0045596, BRD9  SIRT1  MAPK1  MMP9  CCND1  SMO  ERBB2  CDK5  STAT3  EGFR  JAK3  DRD3
0.000478096,4,54,17.29478458,GO:0033028 myeloid cell apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0033028, SIRT1  PIK3CB  PIK3CD  CTSL
0.000478096,4,54,17.29478458,GO:0048013 ephrin receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0048013, PTK2  CDK5R1  MMP9  SRC
0.000501595,6,169,8.289216278,GO:0071453 cellular response to oxygen levels , http://amigo.geneontology.org/amigo/term/GO:0071453, PIK3CB  CCNA2  SLC8A1  SRC  SIRT1  ROCK2
0.000512557,4,55,16.98033395,GO:0055021 regulation of cardiac muscle tissue growth , http://amigo.geneontology.org/amigo/term/GO:0055021, PIM1  CDK1  MAPK11  FGFR2
0.000522319,5,106,11.01318829,GO:0019233 sensory perception of pain , http://amigo.geneontology.org/amigo/term/GO:0019233, MAPK3  CDK5  PTAFR  BACE1  SCN9A
0.000522319,12,756,3.706025267,GO:0030855 epithelial cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0030855, SRC  ROCK1  ABL1  MMP9  CCND1  SMO  FASN  CPT1A  CDK1  ROCK2  IKBKB  FGFR2
0.000522319,9,428,4.909617585,GO:0048880 sensory system development , http://amigo.geneontology.org/amigo/term/GO:0048880, ACHE  PDGFRA  EGFR  DRD2  MERTK  RET  STAT3  FLT1  PDGFRB
0.000522319,8,333,5.609119323,GO:0070482 response to oxygen levels , http://amigo.geneontology.org/amigo/term/GO:0070482, PIK3CB  PDGFRB  CCNA2  DRD2  SLC8A1  SRC  SIRT1  ROCK2
0.000522319,8,333,5.609119323,GO:1904951 positive regulation of establishment of protein localization , http://amigo.geneontology.org/amigo/term/GO:1904951, ERBB2  JAK2  SMO  CDK5  CDK1  CDK5R1  SRC  ACHE
0.000525594,11,641,4.006670063,GO:0048598 embryonic morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0048598, ROCK1  ROCK2  PDGFRA  FGFR2  ABL1  MAPK1  MAPK3  SMO  RET  MMP9  FLT1
0.000531111,3,21,33.35422741,GO:0002223 stimulatory C-type lectin receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0002223, SYK  IKBKB  SRC
0.000531111,3,21,33.35422741,GO:0036092 phosphatidylinositol-3-phosphate biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0036092, PIK3CB  PIK3CG  PIK3CD
0.000531111,3,21,33.35422741,GO:1990840 response to lectin , http://amigo.geneontology.org/amigo/term/GO:1990840, SYK  IKBKB  SRC
0.000531111,3,21,33.35422741,GO:1990858 cellular response to lectin , http://amigo.geneontology.org/amigo/term/GO:1990858, SYK  IKBKB  SRC
0.000539175,8,335,5.575632044,GO:0070663 regulation of leukocyte proliferation , http://amigo.geneontology.org/amigo/term/GO:0070663, SYK  JAK2  TLR9  JAK3  ERBB2  MAPK1  MAPK3  PTK2
0.000541638,4,56,16.6771137,GO:0071825 protein-lipid complex subunit organization , http://amigo.geneontology.org/amigo/term/GO:0071825, PLA2G7  SCARB1  SOAT1  LIPG
0.000556219,12,762,3.676843966,GO:0002252 immune effector process , http://amigo.geneontology.org/amigo/term/GO:0002252, SYK  TLR9  SIRT1  ABL1  AXL  STAT3  PTAFR  JAK3  PIK3CG  PTK2  PIK3CD  SRC
0.000559343,7,250,6.537428571,GO:0009636 response to toxic substance , http://amigo.geneontology.org/amigo/term/GO:0009636, ABCB1  ABCG2  PDGFRB  DRD2  SCN9A  CDK1  PIM1
0.000559343,7,250,6.537428571,GO:0019318 hexose metabolic process , http://amigo.geneontology.org/amigo/term/GO:0019318, SIRT1  INSR  DGAT2  ACACB  CPT1A  PFKFB3  SRC
0.000561858,5,108,10.80924036,GO:0002690 positive regulation of leukocyte chemotaxis , http://amigo.geneontology.org/amigo/term/GO:0002690, LGMN  PLA2G7  MAPK1  MAPK3  PTK2
0.000561858,5,108,10.80924036,GO:1901655 cellular response to ketone , http://amigo.geneontology.org/amigo/term/GO:1901655, JAK2  CDK4  SRC  SIRT1  ROCK2
0.00057614,4,57,16.38453276,GO:0061028 establishment of endothelial barrier , http://amigo.geneontology.org/amigo/term/GO:0061028, FASN  ROCK1  ROCK2  IKBKB
0.000584433,11,650,3.951193093,GO:0051046 regulation of secretion , http://amigo.geneontology.org/amigo/term/GO:0051046, DRD2  DRD3  SYK  JAK2  CPT1A  BRAF  NPY5R  CDK5  PTAFR  BACE1  ACHE
0.000591336,6,175,8.005014577,GO:0050806 positive regulation of synaptic transmission , http://amigo.geneontology.org/amigo/term/GO:0050806, ABL1  MAPK1  LGMN  DRD2  BRAF  CDK5
0.000591368,2,4,116.7397959,GO:0090170 regulation of Golgi inheritance , http://amigo.geneontology.org/amigo/term/GO:0090170, MAPK1  MAPK3
0.000591368,2,4,116.7397959,GO:1901529 positive regulation of anion channel activity , http://amigo.geneontology.org/amigo/term/GO:1901529, PTAFR  ABCB1
0.000602896,3,22,31.83812616,GO:0036120 cellular response to platelet-derived growth factor stimulus , http://amigo.geneontology.org/amigo/term/GO:0036120, PDGFRB  CCNA2  SRC
0.000607303,5,110,10.61270872,GO:0046425 regulation of receptor signaling pathway via JAK-STAT , http://amigo.geneontology.org/amigo/term/GO:0046425, JAK2  CDK5  RET  CDK5R1  JAK3
0.00061082,8,342,5.46151092,GO:0051604 protein maturation , http://amigo.geneontology.org/amigo/term/GO:0051604, LGMN  F9  CTSL  CTSS  BACE1  SRC  FKBP1A  PLA2G7
0.000630596,5,111,10.51709873,GO:0006939 smooth muscle contraction , http://amigo.geneontology.org/amigo/term/GO:0006939, ROCK2  DRD2  PTAFR  SLC8A1  ROCK1
0.000630596,5,111,10.51709873,GO:0051341 regulation of oxidoreductase activity , http://amigo.geneontology.org/amigo/term/GO:0051341, SCARB1  ABL1  SIRT3  EGFR  PIK3CB
0.000630596,5,111,10.51709873,GO:0051588 regulation of neurotransmitter transport , http://amigo.geneontology.org/amigo/term/GO:0051588, DRD2  DRD3  BRAF  CDK5  BACE1
0.00063719,10,546,4.276183001,GO:0007264 small GTPase mediated signal transduction , http://amigo.geneontology.org/amigo/term/GO:0007264, ROCK1  ROCK2  PIK3CB  PIK3CG  PDGFRB  SRC  CDK2  CCNA2  ABL1  RAF1
0.000640872,6,178,7.870098601,GO:0097530 granulocyte migration , http://amigo.geneontology.org/amigo/term/GO:0097530, SYK  MAPK1  MAPK3  PTK2  PIK3CG  PIK3CD
0.000643753,8,345,5.414019521,GO:0062012 regulation of small molecule metabolic process , http://amigo.geneontology.org/amigo/term/GO:0062012, SIRT1  INSR  DGAT2  ACACB  CPT1A  STAT3  PTAFR  SRC
0.0006537,5,112,10.42319606,GO:0030038 contractile actin filament bundle assembly , http://amigo.geneontology.org/amigo/term/GO:0030038, BRAF  ABL1  ROCK2  SRC  ROCK1
0.0006537,5,112,10.42319606,GO:0043149 stress fiber assembly , http://amigo.geneontology.org/amigo/term/GO:0043149, BRAF  ABL1  ROCK2  SRC  ROCK1
0.00067603,14,1032,3.167358804,GO:0034097 response to cytokine , http://amigo.geneontology.org/amigo/term/GO:0034097, JAK2  IKBKB  JAK3  JAK1  STAT3  SIRT1  AXL  MAPK11  SRC  MAPK1  MAPK3  CDK4  SYK  FASN
0.000678202,3,23,30.4538598,GO:0033034 positive regulation of myeloid cell apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0033034, SIRT1  PIK3CB  PIK3CD
0.000678202,3,23,30.4538598,GO:0060045 positive regulation of cardiac muscle cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0060045, PIM1  CDK1  FGFR2
0.000678202,3,23,30.4538598,GO:1901550 regulation of endothelial cell development , http://amigo.geneontology.org/amigo/term/GO:1901550, ROCK1  ROCK2  IKBKB
0.000678202,3,23,30.4538598,GO:1903140 regulation of establishment of endothelial barrier , http://amigo.geneontology.org/amigo/term/GO:1903140, ROCK1  ROCK2  IKBKB
0.000685799,4,60,15.56530612,GO:0010883 regulation of lipid storage , http://amigo.geneontology.org/amigo/term/GO:0010883, SCARB1  ACACB  SIRT1  CPT1A
0.000691047,7,260,6.285989011,GO:0002685 regulation of leukocyte migration , http://amigo.geneontology.org/amigo/term/GO:0002685, LGMN  PLA2G7  ABL1  PTAFR  MAPK1  MAPK3  PTK2
0.000729703,4,61,15.31013717,GO:0043525 positive regulation of neuron apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0043525, ABL1  CDK5  CDK5R1  BACE1
0.000732033,5,115,10.1512866,GO:0021761 limbic system development , http://amigo.geneontology.org/amigo/term/GO:0021761, SMO  DRD2  CDK5  CDK5R1  FGFR2
0.000755571,16,1316,2.838657652,GO:0045944 positive regulation of transcription by RNA polymerase II , http://amigo.geneontology.org/amigo/term/GO:0045944, IKBKB  STAT3  SIRT1  NAMPT  CCNT1  EGFR  JAK2  SMO  RAF1  DRD2  DRD3  TLR9  MAPK3  RPS6KA3  FGFR2  ABL1
0.000755571,7,264,6.190746753,GO:1903522 regulation of blood circulation , http://amigo.geneontology.org/amigo/term/GO:1903522, SLC8A1  TBXAS1  JAK2  ABL1  FAAH  DRD2  PIK3CG
0.000759596,5,116,10.06377551,GO:1904892 regulation of receptor signaling pathway via STAT , http://amigo.geneontology.org/amigo/term/GO:1904892, JAK2  CDK5  RET  CDK5R1  JAK3
0.000764076,3,24,29.18494898,GO:0036119 response to platelet-derived growth factor , http://amigo.geneontology.org/amigo/term/GO:0036119, PDGFRB  CCNA2  SRC
0.000764076,3,24,29.18494898,GO:0043369 CD4-positive or CD8-positive alpha-beta T cell lineage commitment , http://amigo.geneontology.org/amigo/term/GO:0043369, BRAF  STAT3  CTSL
0.00076885,4,62,15.06319947,GO:0043277 apoptotic cell clearance , http://amigo.geneontology.org/amigo/term/GO:0043277, SCARB1  TYRO3  MERTK  AXL
0.00076885,7,265,6.167385445,GO:0071560 cellular response to transforming growth factor beta stimulus , http://amigo.geneontology.org/amigo/term/GO:0071560, FKBP1A  SIRT1  PTK2  FGFR2  ABL1  SRC  STAT3
0.00076885,4,62,15.06319947,GO:2000300 regulation of synaptic vesicle exocytosis , http://amigo.geneontology.org/amigo/term/GO:2000300, DRD2  BRAF  CDK5  BACE1
0.000781146,10,562,4.154441136,GO:0001501 skeletal system development , http://amigo.geneontology.org/amigo/term/GO:0001501, PDGFRA  SRC  FGFR2  MMP9  MAPK3  CTSK  MAPK11  FGFR3  FGFR1  RPS6KA3
0.000781146,7,266,6.144199785,GO:0016485 protein processing , http://amigo.geneontology.org/amigo/term/GO:0016485, LGMN  F9  CTSL  CTSS  BACE1  SRC  PLA2G7
0.000781146,5,117,9.977760335,GO:0031532 actin cytoskeleton reorganization , http://amigo.geneontology.org/amigo/term/GO:0031532, TNIK  ABL1  TEK  PDGFRA  CDK5
0.000781146,5,117,9.977760335,GO:0048259 regulation of receptor-mediated endocytosis , http://amigo.geneontology.org/amigo/term/GO:0048259, INSR  DRD2  DRD3  SYK  PIK3CB
0.000781146,5,117,9.977760335,GO:0071901 negative regulation of protein serine/threonine kinase activity , http://amigo.geneontology.org/amigo/term/GO:0071901, SIRT1  ABL1  PIK3CB  PLK1  SLC8A1
0.000788901,8,357,5.232035671,GO:1901990 regulation of mitotic cell cycle phase transition , http://amigo.geneontology.org/amigo/term/GO:1901990, CDC25B  CCND1  TTK  CDK2  CDK1  CDK4  PLK1  EGFR
0.000811291,4,63,14.82410107,GO:0035305 negative regulation of dephosphorylation , http://amigo.geneontology.org/amigo/term/GO:0035305, FKBP1A  ROCK1  ROCK2  IKBKB
0.000833586,7,269,6.075677111,GO:0005996 monosaccharide metabolic process , http://amigo.geneontology.org/amigo/term/GO:0005996, SIRT1  INSR  DGAT2  ACACB  CPT1A  PFKFB3  SRC
0.000858305,10,569,4.103332018,GO:0019221 cytokine-mediated signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0019221, JAK2  IKBKB  JAK3  JAK1  STAT3  AXL  SRC  SIRT1  SYK  MAPK3
0.000906584,6,191,7.33443744,GO:0007254 JNK cascade , http://amigo.geneontology.org/amigo/term/GO:0007254, MAPK9  MAPK10  TLR9  TNIK  FLT4  EGFR
0.000906584,17,1483,2.67643497,GO:0010648 negative regulation of cell communication , http://amigo.geneontology.org/amigo/term/GO:0010648, DRD2  DRD3  SRC  ACHE  FKBP1A  SIRT1  TLR9  PIK3CB  TYRO3  ABL1  LGMN  RAF1  BRAF  NPY5R  GRM5  MMP9  EGFR
0.000906623,5,121,9.647917018,GO:0007088 regulation of mitotic nuclear division , http://amigo.geneontology.org/amigo/term/GO:0007088, TTK  DRD3  INSR  PLK1  PDGFRB
0.000908335,4,65,14.36797488,GO:0043112 receptor metabolic process , http://amigo.geneontology.org/amigo/term/GO:0043112, CAPN1  ACHE  LGMN  CDK5
0.000908335,4,65,14.36797488,GO:0051353 positive regulation of oxidoreductase activity , http://amigo.geneontology.org/amigo/term/GO:0051353, SCARB1  ABL1  SIRT3  PIK3CB
0.000914029,19,1782,2.489400811,GO:0034613 cellular protein localization , http://amigo.geneontology.org/amigo/term/GO:0034613, TTK  ERBB2  EGFR  BRAF  PLK1  STAT3  CDK1  JAK2  SMO  CDK5  CDK5R1  SRC  ROCK1  ROCK2  POLR1A  ABL1  IKBKB  TNIK  SYK
0.000928321,2,5,93.39183673,GO:0090325 regulation of locomotion involved in locomotory behavior , http://amigo.geneontology.org/amigo/term/GO:0090325, DRD2  DRD3
0.000928321,2,5,93.39183673,GO:0097350 neutrophil clearance , http://amigo.geneontology.org/amigo/term/GO:0097350, MERTK  AXL
0.000928321,2,5,93.39183673,GO:1905784 regulation of anaphase-promoting complex-dependent catabolic process , http://amigo.geneontology.org/amigo/term/GO:1905784, CDK2  PLK1
0.000933443,5,122,9.568835731,GO:0010906 regulation of glucose metabolic process , http://amigo.geneontology.org/amigo/term/GO:0010906, SIRT1  INSR  DGAT2  ACACB  SRC
0.000933443,17,1488,2.667441573,GO:0023057 negative regulation of signaling , http://amigo.geneontology.org/amigo/term/GO:0023057, DRD2  DRD3  SRC  ACHE  FKBP1A  SIRT1  TLR9  PIK3CB  TYRO3  ABL1  LGMN  RAF1  BRAF  NPY5R  GRM5  MMP9  EGFR
0.000941643,3,26,26.9399529,GO:0035994 response to muscle stretch , http://amigo.geneontology.org/amigo/term/GO:0035994, RAF1  SLC8A1  PTK2
0.000941643,3,26,26.9399529,GO:0051894 positive regulation of focal adhesion assembly , http://amigo.geneontology.org/amigo/term/GO:0051894, ROCK1  ABL1  TEK
0.000941643,3,26,26.9399529,GO:0101023 vascular endothelial cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0101023, STAT3  FGFR1  FLT1
0.000941643,3,26,26.9399529,GO:1904385 cellular response to angiotensin , http://amigo.geneontology.org/amigo/term/GO:1904385, SRC  ROCK1  ROCK2
0.000941643,3,26,26.9399529,GO:1905562 regulation of vascular endothelial cell proliferation , http://amigo.geneontology.org/amigo/term/GO:1905562, STAT3  FGFR1  FLT1
0.000941643,3,26,26.9399529,GO:2000114 regulation of establishment of cell polarity , http://amigo.geneontology.org/amigo/term/GO:2000114, ABL1  ROCK1  ROCK2
0.000945134,8,368,5.075643301,GO:0016042 lipid catabolic process , http://amigo.geneontology.org/amigo/term/GO:0016042, LIPG  FAAH  PLA2G7  SCARB1  ACACB  PIK3CG  CPT1A  CDK4
0.000945134,9,469,4.480418607,GO:0032102 negative regulation of response to external stimulus , http://amigo.geneontology.org/amigo/term/GO:0032102, PDGFRA  TYRO3  DRD2  NPY5R  BACE1  DRD3  TEK  SYK  SRC
0.000945443,4,66,14.15027829,GO:0002090 regulation of receptor internalization , http://amigo.geneontology.org/amigo/term/GO:0002090, INSR  DRD2  DRD3  SYK
0.000945443,4,66,14.15027829,GO:0035306 positive regulation of dephosphorylation , http://amigo.geneontology.org/amigo/term/GO:0035306, PDGFRB  SRC  JAK2  ROCK1
0.000955723,5,123,9.491040319,GO:0032355 response to estradiol , http://amigo.geneontology.org/amigo/term/GO:0032355, EGFR  STAT3  CCND1  PDGFRB  CCNA2
0.000955723,19,1791,2.476891259,GO:0070727 cellular macromolecule localization , http://amigo.geneontology.org/amigo/term/GO:0070727, TTK  ERBB2  EGFR  BRAF  PLK1  STAT3  CDK1  JAK2  SMO  CDK5  CDK5R1  SRC  ROCK1  ROCK2  POLR1A  ABL1  IKBKB  TNIK  SYK
0.000958735,13,942,3.222117509,GO:0098660 inorganic ion transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0098660, GABRA1  DRD2  DRD3  SCN9A  SLC8A1  FKBP1A  TLR9  ABL1  PIK3CG  CDK5  PTAFR  GRM5  LCK
0.000963778,12,816,3.433523409,GO:0007420 brain development , http://amigo.geneontology.org/amigo/term/GO:0007420, CDK5R1  TYRO3  ABL1  SMO  EGFR  DRD2  CDK5  AXL  PFKFB3  SLC8A1  SRC  FGFR2
0.000965847,7,277,5.900206292,GO:0050730 regulation of peptidyl-tyrosine phosphorylation , http://amigo.geneontology.org/amigo/term/GO:0050730, SRC  ABL1  JAK2  EGFR  SYK  GRM5  FGFR3
0.000997156,9,473,4.442529232,GO:0016055 Wnt signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0016055, PORCN  ABL1  CCNE1  CCND1  DRD2  TNIK  SRC  EGFR  FGFR2
0.001009704,6,196,7.147334444,GO:0000910 cytokinesis , http://amigo.geneontology.org/amigo/term/GO:0000910, ROCK1  ROCK2  PLK1  CDC25B  DRD2  DRD3
0.001021781,5,125,9.339183673,GO:0002065 columnar/cuboidal epithelial cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0002065, SRC  ABL1  SMO  FASN  FGFR2
0.001021781,5,125,9.339183673,GO:0003206 cardiac chamber morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0003206, SMO  NPY5R  FGFR2  FKBP1A  TEK
0.00102209,13,949,3.198350573,GO:0030001 metal ion transport , http://amigo.geneontology.org/amigo/term/GO:0030001, DRD2  DRD3  SCN9A  SLC8A1  FKBP1A  TLR9  ABL1  JAK3  PIK3CG  CDK2  CDK5  PDGFRB  LCK
0.001022811,9,475,4.423823845,GO:0198738 cell-cell signaling by wnt , http://amigo.geneontology.org/amigo/term/GO:0198738, PORCN  ABL1  CCNE1  CCND1  DRD2  TNIK  SRC  EGFR  FGFR2
0.00103383,3,27,25.94217687,GO:0001964 startle response , http://amigo.geneontology.org/amigo/term/GO:0001964, DRD2  BACE1  DRD3
0.00103383,3,27,25.94217687,GO:0034383 low-density lipoprotein particle clearance , http://amigo.geneontology.org/amigo/term/GO:0034383, DGAT2  SCARB1  SOAT1
0.00103383,3,27,25.94217687,GO:1903649 regulation of cytoplasmic transport , http://amigo.geneontology.org/amigo/term/GO:1903649, MAPK1  MAPK3  SRC
0.001035629,14,1083,3.018203403,GO:0019637 organophosphate metabolic process , http://amigo.geneontology.org/amigo/term/GO:0019637, PIK3CB  NAMPT  PIK3CG  PFKFB3  PIK3CD  DGAT2  ACACB  PLA2G7  SCARB1  STAT3  PTAFR  PDGFRB  INSR  LIPG
0.001040318,4,68,13.73409364,GO:0032835 glomerulus development , http://amigo.geneontology.org/amigo/term/GO:0032835, PDGFRB  PDGFRA  RET  TEK
0.001040318,4,68,13.73409364,GO:0042987 amyloid precursor protein catabolic process , http://amigo.geneontology.org/amigo/term/GO:0042987, BACE1  FKBP1A  ROCK1  ROCK2
0.001052971,6,198,7.075139147,GO:0001659 temperature homeostasis , http://amigo.geneontology.org/amigo/term/GO:0001659, ACHE  JAK2  DRD2  SYK  STAT3  SCD
0.001059824,7,282,5.795592705,GO:0032886 regulation of microtubule-based process , http://amigo.geneontology.org/amigo/term/GO:0032886, ROCK1  SIRT1  ERBB2  PLK1  ROCK2  CDK5R1  ABL1
0.001060432,9,478,4.396059261,GO:0016032 viral process , http://amigo.geneontology.org/amigo/term/GO:0016032, CCNT1  CTSL  SCARB1  TYRO3  EGFR  CDK1  AXL  INSR  MGAT2
