Gene,Disease,disease_name
lig1,OMIM:619774,"Immunodeficiency 96, 619774 (3)"
rala,OMIM:619311,"Hiatt-Neu-Cooper neurodevelopmental syndrome, 619311 (3)"
kat5,OMIM:619103,"Neurodevelopmental disorder with dysmorphic facies, sleep disturbance, and brain abnormalities, 619103 (3)"
ano1,OMIM:620687,"Moyamoya disease 7, 620687 (3)"
eif3f,OMIM:618295,"Intellectual developmental disorder, autosomal recessive 67, 618295 (3)"
hcn2,OMIM:602477,"Febrile seizures, familial, 2, 602477 (3)"
arpc1b,OMIM:617718,"Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia, 617718 (3)"
rrm1,OMIM:620647,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 6, 620647 (3)"
ltc4s,OMIM:614037,"Leukotriene C4 synthase deficiency, 614037 (1)"
cdk5,OMIM:616342,"?Lissencephaly 7 with cerebellar hypoplasia, 616342 (3)"
atp5f1b,OMIM:620085,"?Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2, 620085 (3)"
brdt,OMIM:617644,"?Spermatogenic failure 21, 617644 (3)"
tnfrsf9,OMIM:620282,"Immunodeficiency 109 with lymphoproliferation, 620282 (3)"
slc6a6,OMIM:145350,"Hypotaurinemic retinal degeneration and cardiomyopathy, 145350 (3)"
gpr88,OMIM:616939,"?Chorea, childhood-onset, with psychomotor retardation, 616939 (3)"
gemin4,OMIM:617913,"Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities, 617913 (3)"
aldh1a2,OMIM:620025,"Diaphragmatic hernia 4, with cardiovascular defects, 620025 (3)"
cdc42bpb,OMIM:619841,"Chilton-Okur-Chung neurodevelopmental syndrome, 619841 (3)"
fut2,OMIM:612542,"{Vitamin B12 plasma level QTL1}, 612542 (3)"
ackr3,OMIM:619215,"?Oculomotor-abducens synkinesis, 619215 (3)"
cd44,OMIM:609027,"[Blood group, Indian system], 609027 (3)"
klk11,OMIM:620507,"Ichthyosis with erythrokeratoderma, 620507 (3)"
polrmt,OMIM:619743,"Combined oxidative phosphorylation deficiency 55, 619743 (3)"
got2,OMIM:618721,"Developmental and epileptic encephalopathy 82, 618721 (3)"
nqo2,OMIM:114480,"Breast cancer, lobular, somatic, 114480 (3)"
pnlip,OMIM:614338,"?Pancreatic lipase deficiency, 614338 (3)"
rnh1,OMIM:620461,"{Encephalopathy, acute, infection-induced, susceptibility to, 12}, 620461 (3)"
slc25a21,OMIM:618811,"?Mitochondrial DNA depletion syndrome 18, 618811 (3)"
sord,OMIM:618912,"Neuronopathy, distal hereditary motor, autosomal recessive 8, 618912 (3)"
fdft1,OMIM:618156,"Squalene synthase deficiency, 618156 (3)"
prdm13,OMIM:619761,"Cerebellar dysfunction, impaired intellectual development, and hypogonadotropic hypogonadism, 619761 (3)"
abcc11,OMIM:117800,"[Axillary odor, variation in], 117800 (3)"
vegfa,OMIM:603933,"{Microvascular complications of diabetes 1}, 603933 (3)"
brwd1,OMIM:620438,"Ciliary dyskinesia, primary, 51, 620438 (3)"
kcnt2,OMIM:617771,"Developmental and epileptic encephalopathy 57, 617771 (3)"
tlr8,OMIM:301078,"Immunodeficiency 98 with autoinflammation, X-linked, 301078 (3)"
degs1,OMIM:618404,"Leukodystrophy, hypomyelinating, 18, 618404 (3)"
cert1,OMIM:616351,"Intellectual developmental disorder, autosomal dominant 34, 616351 (3)"
mbl2,OMIM:614372,"{Chronic infections, due to MBL deficiency}, 614372 (3)"
pnpla8,OMIM:251950,"?Mitochondrial myopathy with lactic acidosis, 251950 (3)"
fut8,OMIM:618005,"Congenital disorder of glycosylation with defective fucosylation 1, 618005 (3)"
cry1,OMIM:614163,"{Delayed sleep phase disorder, susceptibility to}, 614163 (3)"
zbtb11,OMIM:618383,"Intellectual developmental disorder, autosomal recessive 69, 618383 (3)"
cd4,OMIM:613949,"OKT4 epitope deficiency, 613949 (3)"
mrps23,OMIM:618952,"?Combined oxidative phosphorylation deficiency 46, 618952 (3)"
phldb1,OMIM:620639,"Osteogenesis imperfecta, type XXIII, 620639 (3)"
fnip1,OMIM:619705,"Immunodeficiency 93 and hypertrophic cardiomyopathy, 619705 (3)"
pdxk,OMIM:618511,"Neuropathy, hereditary motor and sensory, type VIC, with optic atrophy, 618511 (3)"
atp6ap1,OMIM:300972,"Immunodeficiency 47, 300972 (3)"
eprs1,OMIM:617951,"Leukodystrophy, hypomyelinating, 15, 617951 (3)"
pld1,OMIM:212093,"Cardiac valvular dysplasia 1, 212093 (3)"
paics,OMIM:619859,"?Phosphoribosylaminoimidazole carboxylase deficiency, 619859 (3)"
gnai2,OMIM:192605,"Ventricular tachycardia, idiopathic, 192605 (3)"
vars2,OMIM:615917,"Combined oxidative phosphorylation deficiency 20, 615917 (3)"
tdrd7,OMIM:613887,"Cataract 36, 613887 (3)"
cd207,OMIM:613393,"[?Birbeck granule deficiency], 613393 (3)"
sppl2a,OMIM:619549,"Immunodeficiency 86, mycobacteriosis, 619549 (3)"
il13,OMIM:607154,"{Allergic rhinitis, susceptibility to}, 607154 (3)"
slc28a1,OMIM:618477,"[Uridine-cytidineuria], 618477 (3)"
h4c11,OMIM:619759,"?Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 2, 619759 (3)"
ugt2b17,OMIM:612560,"{Bone mineral density QTL 12, osteoporosis}, 612560 (3)"
fxr1,OMIM:618823,"Congenital myopathy 9B, proximal, with minicore lesions, 618823 (3)"
gnai1,OMIM:619854,"Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities, 619854 (3)"
dhps,OMIM:618480,"Neurodevelopmental disorder with seizures and speech and walking impairment, 618480 (3)"
gpx1,OMIM:614164,"Hemolytic anemia due to glutathione peroxidase deficiency, 614164 (1)"
oxgr1,OMIM:620374,"Nephrolithiasis, calcium oxalate, 2, with nephrocalcinosis, 620374 (3)"
sod2,OMIM:612634,"{Microvascular complications of diabetes 6}, 612634 (3)"
sf3b2,OMIM:164210,"Craniofacial microsomia, 164210 (3)"
adh5,OMIM:619151,"AMED syndrome, digenic, 619151 (3)"
igf2r,OMIM:114550,"Hepatoblastoma, somatic, 114550 (3)"
wnk3,OMIM:309610,"Prieto syndrome, 309610 (3)"
atg7,OMIM:619422,"Spinocerebellar ataxia, autosomal recessive 31, 619422 (3)"
clpx,OMIM:618015,"?Protoporphyria, erythropoietic, 2, 618015 (3)"
pitrm1,OMIM:619405,"Spinocerebellar ataxia, autosomal recessive 30, 619405 (3)"
nsf,OMIM:619340,"Developmental and epileptic encephalopathy 96, 619340 (3)"
mark3,OMIM:618283,"?Visual impairment and progressive phthisis bulbi, 618283 (3)"
esrp1,OMIM:618013,"?Deafness, autosomal recessive 109, 618013 (3)"
acr,OMIM:620500,"?Spermatogenic failure 87, 620500 (3)"
mcm5,OMIM:617564,"?Meier-Gorlin syndrome 8, 617564 (3)"
gstz1,OMIM:617596,"[Maleylacetoacetate isomerase deficiency], 617596 (3)"
aqp4,OMIM:620448,"?Megalencephalic leukoencephalopathy with subcortical cysts 4, remitting, 620448 (3)"
relb,OMIM:617585,"?Immunodeficiency 53, 617585 (3)"
hagh,OMIM:614033,"[Glyoxalase II deficiency], 614033 (1)"
kif5c,OMIM:615282,"Cortical dysplasia, complex, with other brain malformations 2, 615282 (3)"
got1,OMIM:614419,"Aspartate aminotransferase, serum level of, QTL1, 614419 (3)"
crat,OMIM:617917,"?Neurodegeneration with brain iron accumulation 8, 617917 (3)"
oxr1,OMIM:213000,"Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay, 213000 (3)"
srsf1,OMIM:620489,"Neurodevelopmental disorder with dysmorphic facies and behavioral abnormalities, 620489 (3)"
faah,OMIM:606581,"{Drug addiction, susceptibility to}, 606581 (3)"
fut6,OMIM:613852,"[Fucosyltransferase 6 deficiency], 613852 (3)"
cblb,OMIM:620430,"Autoimmune disease, multisystem, infantile-onset, 3, 620430 (3)"
scarb1,OMIM:610762,"[High density lipoprotein cholesterol level QTL6], 610762 (3)"
ryr3,OMIM:620310,"Congenital myopathy 20, 620310 (3)"
cdc20,OMIM:620276,"Oocyte/zygote/embryo maturation arrest 14, 620276 (3)"
recql,OMIM:620370,"RECON progeroid syndrome, 620370 (3)"
rel,OMIM:619652,"Immunodeficiency 92, 619652 (3)"
gprc5b,OMIM:620447,"Megalencephalic leukoencephalopathy with subcortical cysts 3, 620447 (3)"
tie1,OMIM:619401,"Lymphatic malformation 11, 619401 (3)"
siae,OMIM:613551,"{Autoimmune disease, susceptibility to, 6}, 613551 (3)"
polr2a,OMIM:618603,"Neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities, 618603 (3)"
cpn1,OMIM:212070,"Carboxypeptidase N deficiency, 212070 (3)"
prdm10,OMIM:620459,"?Birt-Hogg-Dube syndrome 2, 620459 (3)"
kdm6b,OMIM:618505,"Stolerman neurodevelopmental syndrome, 618505 (3)"
stard7,OMIM:607876,"Epilepsy, familial adult myoclonic, 2, 607876 (3)"
klk1,OMIM:615953,"[Kallikrein, decreased urinary activity of], 615953 (3)"
dut,OMIM:620044,"Bone marrow failure and diabetes mellitus syndrome, 620044 (3)"
chit1,OMIM:614122,"[Chitotriosidase deficiency], 614122 (3)"
rora,OMIM:618060,"Intellectual developmental disorder with or without epilepsy or cerebellar ataxia, 618060 (3)"
kcnu1,OMIM:620196,"Spermatogenic failure 79, 620196 (3)"
map3k8,OMIM:211980,"Adenocarcinoma of lung, response to tyrosine kinase inhibitor in, 211980 (3)"
mdh1,OMIM:618959,"?Developmental and epileptic encephalopathy 88, 618959 (3)"
mpeg1,OMIM:619223,"Immunodeficiency 77, 619223 (3)"
