Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
0.003011831,2,8,56.63613861,GO:0071362 cellular response to ether , http://amigo.geneontology.org/amigo/term/GO:0071362, CDK4  PTAFR
0.003032935,3,36,18.87871287,GO:0038094 Fc-gamma receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0038094, LCK  ABL1  SYK
0.003032935,3,36,18.87871287,GO:0071312 cellular response to alkaloid , http://amigo.geneontology.org/amigo/term/GO:0071312, TGM2  CCNA2  SLC8A1
0.003051933,5,150,7.551485149,GO:0006638 neutral lipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0006638, DGAT2  MGLL  SIRT1  PIK3CG  FAAH
0.003051933,5,150,7.551485149,GO:0030879 mammary gland development , http://amigo.geneontology.org/amigo/term/GO:0030879, CAPN1  JAK2  CCND1  SMO  FASN
0.003141042,5,151,7.501475313,GO:0000077 DNA damage checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0000077, CDK1  CCND1  TAOK3  BRD4  CDK2
0.00315391,11,765,3.257503397,GO:0001944 vasculature development , http://amigo.geneontology.org/amigo/term/GO:0001944, CALCRL  TEK  SIRT1  RAMP1  ABL1  PIK3CG  SMO  SYK  JUN  PIK3CD  ERBB2
0.003222721,5,152,7.452123502,GO:0010976 positive regulation of neuron projection development , http://amigo.geneontology.org/amigo/term/GO:0010976, NTRK1  ABL1  IGF1R  BRAF  ALK
0.003222721,4,86,10.53695602,GO:0051279 regulation of release of sequestered calcium ion into cytosol , http://amigo.geneontology.org/amigo/term/GO:0051279, FKBP1A  DRD1  ABL1  SLC8A1
0.003222721,5,152,7.452123502,GO:0062013 positive regulation of small molecule metabolic process , http://amigo.geneontology.org/amigo/term/GO:0062013, MTOR  SIRT1  INSR  DGAT2  PTAFR
0.003243604,3,37,18.36847739,GO:0010742 macrophage derived foam cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0010742, MAPK9  SOAT1  PLA2G2A
0.003243604,3,37,18.36847739,GO:0045730 respiratory burst , http://amigo.geneontology.org/amigo/term/GO:0045730, INSR  PIK3CG  PIK3CD
0.003243604,3,37,18.36847739,GO:0090313 regulation of protein targeting to membrane , http://amigo.geneontology.org/amigo/term/GO:0090313, ERBB2  CDK5  CDK5R1
0.003296831,5,153,7.403416812,GO:0035264 multicellular organism growth , http://amigo.geneontology.org/amigo/term/GO:0035264, LGMN  TNKS2  SMO  CDK4  MTOR
0.003343003,4,87,10.41584158,GO:0051851 modulation by host of symbiont process , http://amigo.geneontology.org/amigo/term/GO:0051851, CCNT1  CDK9  BRD4  JUN
0.003344156,10,650,3.485300838,GO:0051046 regulation of secretion , http://amigo.geneontology.org/amigo/term/GO:0051046, CCKAR  SYK  CFTR  JAK2  BRAF  NPY5R  CDK5  PTAFR  DRD1  GRK2
0.003353053,11,772,3.227966449,GO:0009617 response to bacterium , http://amigo.geneontology.org/amigo/term/GO:0009617, BTK  JAK2  ABL1  CDK4  MAPKAPK2  CAPN2  SYK  PTAFR  RPS6KA3  TBK1  PLA2G2A
0.003353053,6,234,5.80883473,GO:0017038 protein import , http://amigo.geneontology.org/amigo/term/GO:0017038, JAK2  SMO  CDK1  DRD1  MMP12  SYK
0.003367214,5,154,7.355342677,GO:0032147 activation of protein kinase activity , http://amigo.geneontology.org/amigo/term/GO:0032147, CDK5R1  ABL1  INSR  JAK2  MTOR
0.003367214,5,154,7.355342677,GO:1903305 regulation of regulated secretory pathway , http://amigo.geneontology.org/amigo/term/GO:1903305, SYK  BRAF  CDK5  PTAFR  DRD1
0.003414432,6,235,5.784116284,GO:0043542 endothelial cell migration , http://amigo.geneontology.org/amigo/term/GO:0043542, TEK  SIRT1  LGMN  ABL1  PIK3CG  PIK3CD
0.003431771,7,327,4.849577618,GO:0048872 homeostasis of number of cells , http://amigo.geneontology.org/amigo/term/GO:0048872, JAK2  BTK  ABL1  SMO  CCNB2  PIK3CD  PLA2G2A
0.003451587,4,88,10.29747975,GO:1903351 cellular response to dopamine , http://amigo.geneontology.org/amigo/term/GO:1903351, DRD1  TGM2  ALK  ABL1
0.003451958,3,38,17.8850964,GO:0090077 foam cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0090077, MAPK9  SOAT1  PLA2G2A
0.003451958,3,38,17.8850964,GO:1905332 positive regulation of morphogenesis of an epithelium , http://amigo.geneontology.org/amigo/term/GO:1905332, ABL1  SMO  PIK3CD
0.003466981,6,236,5.759607317,GO:0051651 maintenance of location in cell , http://amigo.geneontology.org/amigo/term/GO:0051651, FKBP1A  DRD1  ABL1  CDK5  SLC8A1  LCK
0.00346994,7,328,4.834792321,GO:0034504 protein localization to nucleus , http://amigo.geneontology.org/amigo/term/GO:0034504, JAK2  SMO  CDK5  CDK1  DRD1  MMP12  SYK
0.003488651,10,655,3.458695488,GO:0097190 apoptotic signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0097190, MAPK9  SIRT1  JAK2  BDKRB2  SENP1  MMP9  LCK  BTK  ABL1  SSTR3
0.003525515,5,156,7.261043412,GO:0030183 B cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0030183, SYK  PIK3CD  BTK  ABL1  NTRK1
0.003557341,4,89,10.18177773,GO:0032418 lysosome localization , http://amigo.geneontology.org/amigo/term/GO:0032418, SYK  BTK  PIK3CG  PIK3CD
0.003557341,4,89,10.18177773,GO:1903350 response to dopamine , http://amigo.geneontology.org/amigo/term/GO:1903350, DRD1  TGM2  ALK  ABL1
0.003557341,4,89,10.18177773,GO:1990849 vacuolar localization , http://amigo.geneontology.org/amigo/term/GO:1990849, SYK  BTK  PIK3CG  PIK3CD
0.00364176,3,39,17.42650419,GO:0002675 positive regulation of acute inflammatory response , http://amigo.geneontology.org/amigo/term/GO:0002675, BTK  PIK3CG  NPY5R
0.00364176,3,39,17.42650419,GO:0006925 inflammatory cell apoptotic process , http://amigo.geneontology.org/amigo/term/GO:0006925, SIRT1  PIK3CD  CTSL
0.00364176,3,39,17.42650419,GO:0010907 positive regulation of glucose metabolic process , http://amigo.geneontology.org/amigo/term/GO:0010907, SIRT1  INSR  DGAT2
0.00364176,2,9,50.34323432,GO:0019852 L-ascorbic acid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0019852, SLC2A3  SLC2A1
0.00364176,2,9,50.34323432,GO:0038171 cannabinoid signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0038171, GPR55  MGLL
0.00364176,3,39,17.42650419,GO:0043368 positive T cell selection , http://amigo.geneontology.org/amigo/term/GO:0043368, BRAF  MTOR  CTSL
0.00364176,2,9,50.34323432,GO:0090306 meiotic spindle assembly , http://amigo.geneontology.org/amigo/term/GO:0090306, AURKA  CCNB2
0.00364176,2,9,50.34323432,GO:0097264 self proteolysis , http://amigo.geneontology.org/amigo/term/GO:0097264, CAPN1  LGMN
0.00364176,2,9,50.34323432,GO:0097646 calcitonin family receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0097646, RAMP1  CALCRL
0.00364176,2,9,50.34323432,GO:1901334 lactone metabolic process , http://amigo.geneontology.org/amigo/term/GO:1901334, SLC2A3  SLC2A1
0.00364176,2,9,50.34323432,GO:1990314 cellular response to insulin-like growth factor stimulus , http://amigo.geneontology.org/amigo/term/GO:1990314, IGF1R  CCNA2
0.003650123,4,90,10.06864686,GO:0060191 regulation of lipase activity , http://amigo.geneontology.org/amigo/term/GO:0060191, GPR55  PTAFR  ABL1  EGFR
0.003700856,7,333,4.762197841,GO:1904951 positive regulation of establishment of protein localization , http://amigo.geneontology.org/amigo/term/GO:1904951, ERBB2  CFTR  JAK2  SMO  CDK5  CDK1  CDK5R1
0.003754386,5,159,7.124042593,GO:0031570 DNA integrity checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0031570, CDK1  CCND1  TAOK3  BRD4  CDK2
0.003758779,6,241,5.640113389,GO:0033157 regulation of intracellular protein transport , http://amigo.geneontology.org/amigo/term/GO:0033157, ERBB2  JAK2  SMO  CDK5  CDK1  CDK5R1
0.00378466,4,91,9.958002394,GO:0045921 positive regulation of exocytosis , http://amigo.geneontology.org/amigo/term/GO:0045921, SYK  CFTR  CDK5  PTAFR
0.003812694,7,335,4.73376681,GO:0016236 macroautophagy , http://amigo.geneontology.org/amigo/term/GO:0016236, MTOR  SIRT1  TBK1  CAPN1  CAPNS1  CDK5R1  CDK5
0.00385798,9,549,3.713845155,GO:0002764 immune response-regulating signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0002764, MAPKAPK2  SYK  LCK  BTK  ABL1  BRAF  RPS6KA3  MAPK9  PIK3CD
0.00385798,24,2747,1.979275321,GO:0006357 regulation of transcription by RNA polymerase II , http://amigo.geneontology.org/amigo/term/GO:0006357, CCNT1  CCNH  BRD4  RORC  NR1I2  THRB  JUN  RORB  SIRT1  CCND1  CDK9  EGFR  BRD3  AURKB  TBK1  JAK2  CDK2  SMO  PTAFR  MMP12  SENP1  RPS6KA3  ABL1  CDK4
0.003872066,3,40,16.99084158,GO:0045740 positive regulation of DNA replication , http://amigo.geneontology.org/amigo/term/GO:0045740, EGFR  CDK2  CDK1
0.003911851,4,92,9.849763237,GO:0006970 response to osmotic stress , http://amigo.geneontology.org/amigo/term/GO:0006970, MTOR  SLC2A1  BDKRB2  ABCB1
0.003911851,4,92,9.849763237,GO:0046889 positive regulation of lipid biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0046889, MTOR  DGAT2  IGF1R  CAPN2
0.003924483,5,161,7.035545169,GO:0045834 positive regulation of lipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0045834, MTOR  DGAT2  IGF1R  CAPN2  TEK
0.004036739,8,442,4.100353927,GO:0042391 regulation of membrane potential , http://amigo.geneontology.org/amigo/term/GO:0042391, GABRA5  CFTR  CDK5  GRM5  DRD1  MTOR  ABL1  SLC8A1
0.004081761,10,672,3.371198727,GO:0006935 chemotaxis , http://amigo.geneontology.org/amigo/term/GO:0006935, SMO  CDK5R1  LGMN  SYK  PIK3CG  ERBB2  CDK5  PTAFR  PIK3CD  NTRK1
0.004125814,3,41,16.57643081,GO:0010863 positive regulation of phospholipase C activity , http://amigo.geneontology.org/amigo/term/GO:0010863, GPR55  PTAFR  EGFR
0.004125814,3,41,16.57643081,GO:0042307 positive regulation of protein import into nucleus , http://amigo.geneontology.org/amigo/term/GO:0042307, JAK2  SMO  CDK1
0.004134396,8,444,4.081883864,GO:0046486 glycerolipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0046486, DGAT2  PIK3CG  PIK3CD  MGLL  PLA2G2A  SIRT1  FAAH  CAPN2
0.004190422,4,94,9.640193807,GO:0032092 positive regulation of protein binding , http://amigo.geneontology.org/amigo/term/GO:0032092, FKBP1A  MMP9  CDK5  ABL1
0.004190422,4,94,9.640193807,GO:0043367 CD4-positive alpha-beta T cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0043367, BRAF  MTOR  CTSL  RORC
0.004190422,6,247,5.503106586,GO:0060047 heart contraction , http://amigo.geneontology.org/amigo/term/GO:0060047, GRK2  SLC8A1  JAK2  THRB  MTOR  PIK3CG
0.004207382,7,342,4.636876846,GO:0019932 second-messenger-mediated signaling , http://amigo.geneontology.org/amigo/term/GO:0019932, PDE9A  EGFR  SYK  GRM5  SLC8A1  MTOR  BTK
0.004207382,5,164,6.906846172,GO:0032434 regulation of proteasomal ubiquitin-dependent protein catabolic process , http://amigo.geneontology.org/amigo/term/GO:0032434, CSNK1D  CSNK1A1  MAPK9  AURKA  CDK2
0.004207382,5,164,6.906846172,GO:0051100 negative regulation of binding , http://amigo.geneontology.org/amigo/term/GO:0051100, AURKA  JUN  AURKB  JAK2  SMO
0.004214651,10,676,3.351250806,GO:0042330 taxis , http://amigo.geneontology.org/amigo/term/GO:0042330, SMO  CDK5R1  LGMN  SYK  PIK3CG  ERBB2  CDK5  PTAFR  PIK3CD  NTRK1
0.004335082,8,448,4.045438472,GO:0050900 leukocyte migration , http://amigo.geneontology.org/amigo/term/GO:0050900, LGMN  SYK  ABL1  MMP9  PTAFR  PIK3CG  PIK3CD  LCK
0.0043677,2,10,45.30891089,GO:0033197 response to vitamin E , http://amigo.geneontology.org/amigo/term/GO:0033197, CCND1  IGF1R
0.0043677,3,42,16.18175389,GO:0033574 response to testosterone , http://amigo.geneontology.org/amigo/term/GO:0033574, IGF1R  SRD5A1  SIRT1
0.0043677,2,10,45.30891089,GO:0044557 relaxation of smooth muscle , http://amigo.geneontology.org/amigo/term/GO:0044557, GRK2  SLC8A1
0.0043677,2,10,45.30891089,GO:0099566 regulation of postsynaptic cytosolic calcium ion concentration , http://amigo.geneontology.org/amigo/term/GO:0099566, GRM5  SLC8A1
0.004417064,9,562,3.627937705,GO:0010817 regulation of hormone levels , http://amigo.geneontology.org/amigo/term/GO:0010817, CCKAR  CFTR  BTK  DGAT2  JAK2  IGF1R  SRD5A1  CTSL  GNRHR
0.004417064,10,681,3.32664544,GO:0061061 muscle structure development , http://amigo.geneontology.org/amigo/term/GO:0061061, SIRT1  SMO  CAPN2  CDK5  CDK1  MTOR  CDK9  FKBP1A  SLC8A1  MAPK11
0.004420884,8,450,4.027458746,GO:0030099 myeloid cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0030099, JAK2  GPR55  SIRT1  FASN  JUN  MTOR  MMP9  PIK3CD
0.004425977,15,1354,2.509725492,GO:0009968 negative regulation of signal transduction , http://amigo.geneontology.org/amigo/term/GO:0009968, CSNK1A1  GRK2  FKBP1A  SIRT1  TAOK3  IGF1R  ABL1  LGMN  BDKRB2  GRM5  MTOR  MMP12  MMP9  BRD4  EGFR
0.00444634,4,96,9.439356436,GO:0010232 vascular transport , http://amigo.geneontology.org/amigo/term/GO:0010232, ABCB1  SLC2A3  SLC2A1  INSR
0.00444634,4,96,9.439356436,GO:0150104 transport across blood-brain barrier , http://amigo.geneontology.org/amigo/term/GO:0150104, ABCB1  SLC2A3  SLC2A1  INSR
0.004623521,3,43,15.80543403,GO:0150077 regulation of neuroinflammatory response , http://amigo.geneontology.org/amigo/term/GO:0150077, MMP8  MMP9  MMP3
0.004628756,12,942,2.885917891,GO:0098660 inorganic ion transmembrane transport , http://amigo.geneontology.org/amigo/term/GO:0098660, CFTR  CACNA1B  SLC8A1  GABRA5  FKBP1A  DRD1  ABL1  PIK3CG  CDK5  PTAFR  GRM5  LCK
0.00464387,8,454,3.991974528,GO:0051656 establishment of organelle localization , http://amigo.geneontology.org/amigo/term/GO:0051656, CCNB1  CDK5  SYK  AURKB  BTK  PIK3CG  CSNK1D  PIK3CD
0.004777825,4,98,9.246716508,GO:0001938 positive regulation of endothelial cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0001938, JUN  PIK3CD  SIRT1  TEK
0.004812444,16,1514,2.394130034,GO:0009057 macromolecule catabolic process , http://amigo.geneontology.org/amigo/term/GO:0009057, LGMN  CTSL  CSNK1D  CSNK1A1  EGFR  MAPKAPK2  CAPN2  MMP12  BTK  CAPN1  MAPK9  AURKA  CDK5  SIRT1  CDK2  MTOR
0.004823456,5,170,6.663075131,GO:0007292 female gamete generation , http://amigo.geneontology.org/amigo/term/GO:0007292, AURKA  SIRT1  CDC25B  TTK  CCNB2
0.00490173,3,44,15.44621962,GO:0042908 xenobiotic transport , http://amigo.geneontology.org/amigo/term/GO:0042908, ABCB1  NR1I2  SLC2A1
0.00490173,3,44,15.44621962,GO:0061081 positive regulation of myeloid leukocyte cytokine production involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0061081, SIRT1  MAPKAPK2  SYK
0.004907524,5,171,6.624109779,GO:0003205 cardiac chamber development , http://amigo.geneontology.org/amigo/term/GO:0003205, SMO  IGF1R  NPY5R  FKBP1A  TEK
0.004907524,4,99,9.153315332,GO:0032465 regulation of cytokinesis , http://amigo.geneontology.org/amigo/term/GO:0032465, AURKA  AURKB  IGF1R  CDC25B
0.004907524,4,99,9.153315332,GO:0043255 regulation of carbohydrate biosynthetic process , http://amigo.geneontology.org/amigo/term/GO:0043255, SIRT1  INSR  DGAT2  PTAFR
0.004907524,9,572,3.56451222,GO:0051052 regulation of DNA metabolic process , http://amigo.geneontology.org/amigo/term/GO:0051052, TNKS2  CDK9  EGFR  CDK2  IGF1R  CDK1  SIRT1  CCNA2  AURKB
0.004907524,4,99,9.153315332,GO:0060291 long-term synaptic potentiation , http://amigo.geneontology.org/amigo/term/GO:0060291, ABL1  LGMN  BRAF  DRD1
0.004945385,6,257,5.288977925,GO:0097305 response to alcohol , http://amigo.geneontology.org/amigo/term/GO:0097305, CFTR  CCND1  SMO  CDK4  IGF1R  CDK1
0.004953863,7,354,4.47969458,GO:0006913 nucleocytoplasmic transport , http://amigo.geneontology.org/amigo/term/GO:0006913, JAK2  SMO  CDK5  CDK1  DRD1  MMP12  SYK
0.004953863,7,354,4.47969458,GO:0051169 nuclear transport , http://amigo.geneontology.org/amigo/term/GO:0051169, JAK2  SMO  CDK5  CDK1  DRD1  MMP12  SYK
0.004953863,7,354,4.47969458,GO:1902105 regulation of leukocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:1902105, SYK  GPR55  ABL1  ERBB2  BRAF  MTOR  BTK
0.005005187,5,172,6.585597513,GO:0006937 regulation of muscle contraction , http://amigo.geneontology.org/amigo/term/GO:0006937, CALCRL  PTAFR  SLC8A1  GRK2  PIK3CG
0.005013498,6,258,5.268478011,GO:0003015 heart process , http://amigo.geneontology.org/amigo/term/GO:0003015, GRK2  SLC8A1  JAK2  THRB  MTOR  PIK3CG
0.005047885,4,100,9.061782178,GO:2001251 negative regulation of chromosome organization , http://amigo.geneontology.org/amigo/term/GO:2001251, TTK  AURKB  TNKS2  CCNB1
0.005123723,3,45,15.1029703,GO:0021587 cerebellum morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0021587, ABL1  SMO  CDK5
0.005123723,2,11,41.18991899,GO:0048680 positive regulation of axon regeneration , http://amigo.geneontology.org/amigo/term/GO:0048680, IGF1R  BRAF
0.005123723,3,45,15.1029703,GO:0071459 protein localization to chromosome centromeric region , http://amigo.geneontology.org/amigo/term/GO:0071459, TTK  CDK1  AURKB
0.005123723,3,45,15.1029703,GO:0071470 cellular response to osmotic stress , http://amigo.geneontology.org/amigo/term/GO:0071470, MTOR  SLC2A1  BDKRB2
0.005123723,3,45,15.1029703,GO:1904591 positive regulation of protein import , http://amigo.geneontology.org/amigo/term/GO:1904591, JAK2  SMO  CDK1
0.00519912,4,101,8.972061563,GO:0097306 cellular response to alcohol , http://amigo.geneontology.org/amigo/term/GO:0097306, CFTR  SMO  CDK4  IGF1R
0.005210812,5,174,6.50990099,GO:2000045 regulation of G1/S transition of mitotic cell cycle , http://amigo.geneontology.org/amigo/term/GO:2000045, CCND1  CCNH  EGFR  CDK2  WEE1
0.00528511,9,580,3.515346535,GO:1905114 cell surface receptor signaling pathway involved in cell-cell signaling , http://amigo.geneontology.org/amigo/term/GO:1905114, TNKS2  CSNK1A1  CSNK1G2  CSNK1D  ABL1  CCND1  SMO  CDK5  EGFR
0.00540286,3,46,14.77464486,GO:0008542 visual learning , http://amigo.geneontology.org/amigo/term/GO:0008542, BRAF  CDK5  DRD1
0.00540286,3,46,14.77464486,GO:0014075 response to amine , http://amigo.geneontology.org/amigo/term/GO:0014075, JAK2  CDK1  DRD1
0.00540286,3,46,14.77464486,GO:0035272 exocrine system development , http://amigo.geneontology.org/amigo/term/GO:0035272, EGFR  INSR  TGM2
0.00540286,3,46,14.77464486,GO:0046461 neutral lipid catabolic process , http://amigo.geneontology.org/amigo/term/GO:0046461, MGLL  PIK3CG  FAAH
0.00540286,3,46,14.77464486,GO:0046464 acylglycerol catabolic process , http://amigo.geneontology.org/amigo/term/GO:0046464, MGLL  PIK3CG  FAAH
0.00540286,3,46,14.77464486,GO:2000249 regulation of actin cytoskeleton reorganization , http://amigo.geneontology.org/amigo/term/GO:2000249, ABL1  TEK  CDK5
0.00542861,5,176,6.435924842,GO:0099173 postsynapse organization , http://amigo.geneontology.org/amigo/term/GO:0099173, LGMN  IGF1R  CDK5  CDK5R1  INSR
0.005504935,7,362,4.380695804,GO:0002768 immune response-regulating cell surface receptor signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0002768, SYK  LCK  BTK  ABL1  BRAF  MAPK9  PIK3CD
0.005516403,4,103,8.797846775,GO:1901216 positive regulation of neuron death , http://amigo.geneontology.org/amigo/term/GO:1901216, ABL1  CAPN2  CDK5  CDK5R1
0.005541211,9,585,3.485300838,GO:0048667 cell morphogenesis involved in neuron differentiation , http://amigo.geneontology.org/amigo/term/GO:0048667, SMO  CDK5  CDK5R1  IGF1R  ERBB2  BRAF  CCKAR  NTRK1  ABL1
0.005689751,4,104,8.713252094,GO:0019218 regulation of steroid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0019218, DGAT2  SIRT1  IGF1R  RORC
0.005689751,4,104,8.713252094,GO:0032436 positive regulation of proteasomal ubiquitin-dependent protein catabolic process , http://amigo.geneontology.org/amigo/term/GO:0032436, CSNK1D  CSNK1A1  MAPK9  AURKA
0.005689751,4,104,8.713252094,GO:0044773 mitotic DNA damage checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0044773, CDK1  CCND1  TAOK3  CDK2
0.00590348,8,475,3.815487233,GO:0042060 wound healing , http://amigo.geneontology.org/amigo/term/GO:0042060, F10  SYK  JAK2  ERBB2  MMP12  MTOR  PIK3CG  LCK
0.005962944,7,368,4.309271416,GO:0016042 lipid catabolic process , http://amigo.geneontology.org/amigo/term/GO:0016042, FAAH  MGLL  PIK3CG  CDK4  SRD5A1  ALK  PLA2G2A
0.005962944,2,12,37.75742574,GO:0043312 neutrophil degranulation , http://amigo.geneontology.org/amigo/term/GO:0043312, SYK  PTAFR
0.005962944,2,12,37.75742574,GO:0046549 retinal cone cell development , http://amigo.geneontology.org/amigo/term/GO:0046549, THRB  RORB
0.005962944,7,368,4.309271416,GO:0048545 response to steroid hormone , http://amigo.geneontology.org/amigo/term/GO:0048545, JAK2  CCND1  IGF1R  SRD5A1  PTAFR  SSTR3  SIRT1
0.005962944,2,12,37.75742574,GO:0051549 positive regulation of keratinocyte migration , http://amigo.geneontology.org/amigo/term/GO:0051549, MMP9  MTOR
0.005962944,2,12,37.75742574,GO:0070572 positive regulation of neuron projection regeneration , http://amigo.geneontology.org/amigo/term/GO:0070572, IGF1R  BRAF
0.005976279,3,48,14.15903465,GO:0007094 mitotic spindle assembly checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0007094, TTK  AURKB  CCNB1
0.005976279,3,48,14.15903465,GO:0021575 hindbrain morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0021575, ABL1  SMO  CDK5
0.005976279,3,48,14.15903465,GO:0032467 positive regulation of cytokinesis , http://amigo.geneontology.org/amigo/term/GO:0032467, AURKB  IGF1R  CDC25B
0.005976279,3,48,14.15903465,GO:0071173 spindle assembly checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0071173, TTK  AURKB  CCNB1
0.005976279,3,48,14.15903465,GO:0071174 mitotic spindle checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0071174, TTK  AURKB  CCNB1
0.006002772,4,106,8.548851112,GO:0019233 sensory perception of pain , http://amigo.geneontology.org/amigo/term/GO:0019233, CDK5  PTAFR  NTRK1  MGLL
0.006002772,4,106,8.548851112,GO:0036473 cell death in response to oxidative stress , http://amigo.geneontology.org/amigo/term/GO:0036473, JAK2  ABL1  SIRT1  MMP3
0.006095479,24,2859,1.901738128,GO:0006366 transcription by RNA polymerase II , http://amigo.geneontology.org/amigo/term/GO:0006366, CCNT1  CCNH  BRD4  RORC  NR1I2  THRB  JUN  RORB  SIRT1  CCND1  CDK9  EGFR  BRD3  AURKB  TBK1  JAK2  CDK2  SMO  PTAFR  MMP12  SENP1  RPS6KA3  ABL1  CDK4
0.006194985,8,480,3.775742574,GO:0052548 regulation of endopeptidase activity , http://amigo.geneontology.org/amigo/term/GO:0052548, LGMN  RPS6KA3  LCK  JAK2  SENP1  SIRT1  MMP9  SYK
0.006218648,12,983,2.765548986,GO:0019752 carboxylic acid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0019752, FAAH  FASN  MTOR  DGAT2  MGLL  SIRT1  ICMT  SYK  INSR  SLC2A3  SLC2A1  MAPKAPK2
0.006267949,5,183,6.189741925,GO:0046718 viral entry into host cell , http://amigo.geneontology.org/amigo/term/GO:0046718, CTSL  EGFR  CDK1  INSR  GRK2
0.006284957,3,49,13.87007476,GO:0002861 regulation of inflammatory response to antigenic stimulus , http://amigo.geneontology.org/amigo/term/GO:0002861, BTK  NPY5R  SYK
0.006284957,3,49,13.87007476,GO:0031577 spindle checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0031577, TTK  AURKB  CCNB1
0.006306686,13,1124,2.620177231,GO:0030163 protein catabolic process , http://amigo.geneontology.org/amigo/term/GO:0030163, LGMN  CTSL  CSNK1D  CSNK1A1  EGFR  CAPN2  MMP12  BTK  MAPK9  AURKA  SIRT1  CDK2  MTOR
0.00635571,4,108,8.390539054,GO:0015908 fatty acid transport , http://amigo.geneontology.org/amigo/term/GO:0015908, BDKRB2  SYK  PLA2G2A  SLC2A1
0.00635571,4,108,8.390539054,GO:0035249 synaptic transmission glutamatergic , http://amigo.geneontology.org/amigo/term/GO:0035249, GRM5  CDK5  DRD1  NTRK1
0.00635571,4,108,8.390539054,GO:0044774 mitotic DNA integrity checkpoint signaling , http://amigo.geneontology.org/amigo/term/GO:0044774, CDK1  CCND1  TAOK3  CDK2
0.006382113,9,600,3.398168317,GO:0045785 positive regulation of cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0045785, SYK  JAK2  ERBB2  LCK  ABL1  BRAF  PTAFR  TGM2  TEK
0.006394583,7,374,4.24013872,GO:0046651 lymphocyte proliferation , http://amigo.geneontology.org/amigo/term/GO:0046651, SYK  JAK2  BTK  ABL1  ERBB2  TBK1  PIK3CG
0.006400143,10,724,3.129068432,GO:0002694 regulation of leukocyte activation , http://amigo.geneontology.org/amigo/term/GO:0002694, SYK  JAK2  LCK  PLA2G2A  BTK  ABL1  MMP8  ERBB2  BRAF  PTAFR
0.006593755,3,50,13.59267327,GO:0045841 negative regulation of mitotic metaphase/anaphase transition , http://amigo.geneontology.org/amigo/term/GO:0045841, TTK  AURKB  CCNB1
0.006593755,3,50,13.59267327,GO:0048538 thymus development , http://amigo.geneontology.org/amigo/term/GO:0048538, ABL1  CCNB2  BRAF
0.006752688,4,110,8.237983798,GO:0045833 negative regulation of lipid metabolic process , http://amigo.geneontology.org/amigo/term/GO:0045833, DGAT2  SIRT1  PIK3CG  ALK
0.006755323,7,378,4.195269527,GO:0032943 mononuclear cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0032943, SYK  JAK2  BTK  ABL1  ERBB2  TBK1  PIK3CG
0.006765561,2,13,34.85300838,GO:0021794 thalamus development , http://amigo.geneontology.org/amigo/term/GO:0021794, SMO  SRD5A1
0.006765561,2,13,34.85300838,GO:0033690 positive regulation of osteoblast proliferation , http://amigo.geneontology.org/amigo/term/GO:0033690, ABL1  IGF1R
0.006765561,2,13,34.85300838,GO:0042670 retinal cone cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0042670, THRB  RORB
0.006765561,2,13,34.85300838,GO:0045472 response to ether , http://amigo.geneontology.org/amigo/term/GO:0045472, CDK4  PTAFR
0.006765561,2,13,34.85300838,GO:0051987 positive regulation of attachment of spindle microtubules to kinetochore , http://amigo.geneontology.org/amigo/term/GO:0051987, AURKB  CCNB1
0.006765561,2,13,34.85300838,GO:0052651 monoacylglycerol catabolic process , http://amigo.geneontology.org/amigo/term/GO:0052651, FAAH  MGLL
