shared_gene,phenotype,concurrency_phenotype,concurrency_gene,Total_concurrency
['NADH-ubiquinone oxidoreductase 13 kDa-B subunit'],[],0,0,0
['PtdIns-3-kinase p101'],[],0,0,0
['K5-5'],[],0,0,0
['Solute carrier family 21 member 8'],[],0,0,0
['Interferon alpha-88'],[],0,0,0
"['Beta-1,3-Gn-T6']",[],0,0,0
['Synonyms=FKHRL1'],[],0,0,0
['PRKM1'],[],0,0,0
['MRPL7'],[],0,0,0
['IF2'],[],0,0,0
['Abhydrolase domain-containing protein 12'],[],0,0,0
['Integrin alpha-5 heavy chain'],[],0,0,0
"['Inositol 1,4,5-trisphosphate 3-kinase A']",[],0,0,0
['p190ARHOGAP'],[],0,0,0
['Protein lactyltransferas p300'],[],0,0,0
['GPT'],[],0,0,0
"['Tumor necrosis factor receptor superfamily member 1A, membrane form']",[],0,0,0
['Voltage-gated potassium channel subunit Kv11.1'],[],0,0,0
['NT5C2L1 '],[],0,0,0
['Synonyms=CYP2E'],[],0,0,0
['Rho GDP-dissociation inhibitor 1'],[],0,0,0
['E3 ubiquitin-protein ligase Mdm2'],[],0,0,0
['PAGB'],[],0,0,0
['Lactose-binding lectin 1'],[],0,0,0
['Adenylate cyclase type 1'],[],0,0,0
['Transmembrane protein 142A'],[],0,0,0
['SULT1E1'],[],0,0,0
['CRAT'],"['Cerebellar atrophy', 'Motor delay', 'Hypotonia', 'Ataxia', 'Loss of ambulation', 'Hyperreflexia', 'Autosomal recessive inheritance', 'Tremor', 'Dysmetria', 'Increased circulating lactate concentration', 'Progressive', 'Unsteady gait', 'Iron accumulation in brain', 'Sensory neuropathy', 'Delayed speech and language development', 'Childhood onset']",13,0,13
['AC9'],[],0,0,0
['Detyrosinated tubulin alpha-1B chain'],[],0,0,0
['Nucleophosmin'],[],0,0,0
['PTHR2'],[],0,0,0
['CD_antigen=CD286'],[],0,0,0
['NPIK'],[],0,0,0
['Pantetheinase'],[],0,0,0
['4-trimethylaminobutyraldehyde dehydrogenase'],[],0,0,0
['ILK2'],[],0,0,0
"[""HSP70B'""]",[],0,0,0
['MBOAT4'],[],0,0,0
['N-acylsphingosine amidohydrolase 3'],[],0,0,0
['Regulatory erythroid kinase'],[],0,0,0
['Brain trypsinogen'],[],0,0,0
['Hexosaminidase D'],[],0,0,0
['CD_antigen=CDw198'],[],0,0,0
['LPL'],"['Xanthelasma', 'Episodic abdominal pain', 'Lactescent serum', 'Autosomal recessive inheritance', 'Autosomal dominant inheritance', 'Hepatosplenomegaly', 'Nausea', 'Increased VLDL cholesterol concentration', 'Vomiting', 'Eruptive xanthomas', 'Elevated circulating apolipoprotein A-II concentration', 'Elevated circulating apolipoprotein B concentration', 'Lipemia retinalis', 'Hyperlipidemia', 'Hyperlipidemia', 'Hypercholesterolemia', 'Hypercholesterolemia', 'Precocious atherosclerosis', 'Increased LDL cholesterol concentration', 'Jaundice', 'Increased circulating chylomicron concentration', 'Myocardial infarction', 'Abnormality of the cardiovascular system', 'Pancreatitis', 'Splenomegaly']",4,0,4
['TAAR6'],[],0,0,0
['Chromokinesin-A'],[],0,0,0
['SBC2'],[],0,0,0
['Kynurenine aminotransferase III'],[],0,0,0
['Chemokine receptor CCR-9'],[],0,0,0
['Non-A beta component of AD amyloid'],[],0,0,0
['TIGAR'],[],0,0,0
['GPR52'],[],0,0,0
['G-protein coupled receptor 87'],[],0,0,0
['KIAA0276'],[],0,0,0
['SPK'],[],0,0,0
['Early activation antigen CD69'],[],0,0,0
['Glutaminyl-peptide cyclotransferase-like protein'],[],0,0,0
['ACTH receptor'],[],0,0,0
['Ubiquitin carboxyl-terminal hydrolase isozyme L1'],[],0,0,0
['5.1.3.2'],[],0,0,0
['ORCA'],[],0,0,0
['GSPT1'],[],0,0,0
['PGDH1'],[],0,0,0
['ACHRG'],[],0,0,0
['TANK2'],[],0,0,0
['GPR40'],[],0,0,0
['JmjC domain-containing protein 6'],[],0,0,0
['Uncharacterized serine/threonine-protein kinase SBK3'],[],0,0,0
['Synonyms=HISPPD1'],[],0,0,0
['UMK'],[],0,0,0
['OPRL1'],[],0,0,0
['NLRP1-NT'],[],0,0,0
['Proto-oncogene serine/threonine-protein kinase mos'],[],0,0,0
['Class D basic helix-loop-helix protein 13'],[],0,0,0
['LRP-1'],[],0,0,0
['3.5.3.1'],[],0,0,0
['Rec'],[],0,0,0
['Scaffold protein Pbp1'],[],0,0,0
['Placental alkaline phosphatase-like'],[],0,0,0
['HRMT1L2'],[],0,0,0
['PLA2G2E'],[],0,0,0
['SAPKK-4'],[],0,0,0
['Golgi UDPase'],[],0,0,0
['KLK1'],[],0,0,0
['PNMTase'],[],0,0,0
['RPS26'],"['Morgagni diaphragmatic hernia', 'Partial duplication of thumb phalanx', 'Triphalangeal thumb', 'Microtia', 'Microtia', 'Lethargy', 'Abnormality of the thenar eminence', 'Ectopic kidney', 'Horseshoe kidney', 'Renal duplication', 'Hypospadias', 'Osteosarcoma', 'Autosomal dominant inheritance', 'Cleft soft palate', 'Cleft palate', 'Erythroid hypoplasia', 'Cleft lip', 'Abnormality of the genitourinary system', 'Renal agenesis', 'Respiratory distress', 'Adenocarcinoma of the colon', 'Persistence of hemoglobin F', 'Infantile onset', 'Congenital onset', 'Acute myeloid leukemia', 'Developmental glaucoma', 'Radial artery aplasia', 'Absent thumb', 'Short thumb', 'Macrocytic dyserythropoietic anemia', 'Increased mean corpuscular volume', 'Macrocytic anemia', 'Anemia', 'Short stature', 'Short stature', 'Childhood onset', 'Congenital diaphragmatic hernia', 'Neurodevelopmental delay', 'Sprengel anomaly', 'Steroid-responsive anemia', 'Pallor', 'Supernumerary ribs', 'Epicanthus', 'Low anterior hairline', 'Malar flattening', 'Abnormality of the upper limb', 'Abnormality of the head', 'Microcephaly', 'High palate', 'Myelodysplasia', 'Small for gestational age', 'Growth delay', 'Growth delay', 'Hearing impairment', 'Posteriorly rotated ears', 'Low-set ears', 'Low-set ears', 'Coarctation of aorta', 'Micrognathia', 'Micrognathia', 'Hypertelorism', 'Patent ductus arteriosus', 'Ventricular septal defect', 'Ventricular septal defect', 'Abnormal heart morphology', 'Atrial septal defect', 'Mandibulofacial dysostosis', 'Conductive hearing impairment', 'Depressed nasal bridge', 'Strabismus', 'Nonimmune hydrops fetalis', 'Broad neck', 'Short neck', 'Webbed neck', 'Choanal atresia', 'Elevated red cell adenosine deaminase activity', 'Pure red cell aplasia', 'Atresia of the external auditory canal', 'Wide nasal bridge', 'Malignant genitourinary tract tumor', 'Developmental cataract', 'Ptosis', 'Thrombocytosis', 'Reticulocytopenia', 'Reticulocytopenia', 'Normochromic anemia', 'Leukopenia', 'Thrombocytopenia', 'Neutropenia']",11,0,11
['CNT 2'],[],0,0,0
['UDP-N-acetylgalactosamine 4-epimerase'],[],0,0,0
['CRN'],[],0,0,0
['ICAM-3'],[],0,0,0
['Z'],[],0,0,0
['Nicotinate-nucleotide adenylyltransferase 1'],[],0,0,0
['SLC2A9'],"['Uric acid urolithiasis independent of gout', 'Abnormal renal tubule morphology', 'Autosomal recessive inheritance', 'Autosomal dominant inheritance', 'Postexertional symptom exacerbation', 'Nausea', 'Vomiting', 'Hypercalciuria', 'Back pain', 'Hypouricemia', 'Hypouricemia', 'Chronic kidney disease', 'Acute kidney injury', 'Hematuria', 'Nephrolithiasis', 'Hyperuricosuria', 'Increased blood urea nitrogen', 'Decreased glomerular filtration rate', 'Abnormal renal physiology', 'Mild proteinuria']",4,0,4
['Type 1 DI'],[],0,0,0
['C1R'],"['Arachnodactyly', 'Tall stature', 'Joint dislocation', 'Joint hypermobility', 'Joint hypermobility', 'Inguinal hernia', 'Palmoplantar cutis laxa', 'Autosomal dominant inheritance', 'Scoliosis', 'Agenesis of permanent teeth', 'Premature loss of primary teeth', 'Atrophy of alveolar ridges', 'Alveolar bone loss around teeth', 'Generalized joint hypermobility', 'Recurrent infections', 'Hiatus hernia', 'Gingival fragility', 'Pretibial hyperpigmentation', 'Poor wound healing', 'Hypermelanotic macule', 'Fragile skin', 'Prominent superficial veins', 'Atrophic scars', 'Atrophic scars', 'Microdontia', 'Short stature', 'Periodontitis', 'Periodontitis', 'Gingival recession', 'Bruising susceptibility', 'Soft skin', 'Hyperextensible skin', 'Hyperextensible skin', 'Thin skin', 'Arthralgia', 'Gingival overgrowth', 'Gingival bleeding', 'Umbilical hernia', 'Intestinal perforation', 'Hoarse voice', 'Premature loss of teeth', 'Micrognathia', 'Autoimmunity', 'Blue sclerae']",4,0,4
['RING finger protein 53'],[],0,0,0
['Sn1-specific diacylglycerol lipase beta'],[],0,0,0
['KIAA1883'],[],0,0,0
['UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3'],[],0,0,0
['Free fatty acid receptor 1'],[],0,0,0
['CBP1'],[],0,0,0
['Ubiquitin-like modifier-activating enzyme 1'],[],0,0,0
['Deoxyriboaldolase'],[],0,0,0
['AICAR transformylase/inosine monophosphate cyclohydrolase'],[],0,0,0
['5-HT3-B'],[],0,0,0
['Collagen alpha-4(IV) chain'],[],0,0,0
['TNRC13'],[],0,0,0
['Interleukin-10 receptor subunit 2'],[],0,0,0
['Serine/threonine-protein kinase pim-2'],[],0,0,0
['Metalloreductase STEAP1'],[],0,0,0
['GABRD'],"['Brachydactyly', 'Poor speech', 'Ocular albinism', 'Microtia', 'EEG with spike-wave complexes', 'Agenesis of corpus callosum', 'Gait disturbance', 'Seizure', 'Hypotonia', 'Hypotonia', 'Ataxia', 'Intellectual disability', 'Intellectual disability', 'Polyphagia', 'Global developmental delay', 'Obsessive-compulsive trait', 'Hypoplasia of penis', 'Focal-onset seizure', 'Focal-onset seizure', 'Cortical dysplasia', 'Hepatic steatosis', 'Abnormality of the liver', 'Abnormality of the kidney', 'Abnormal female external genitalia morphology', 'Hip dysplasia', 'Joint stiffness', 'Hypospadias', 'Cryptorchidism', 'Feeding difficulties in infancy', 'Absent speech', 'Tremor', 'Autosomal dominant inheritance', 'Scoliosis', 'Narrow mouth', 'Hypogonadism', 'Abnormality of the mouth', 'Hydronephrosis', 'Renal cyst', 'Abnormality of the immune system', 'Talipes valgus', 'Pyloric stenosis', 'Gastroesophageal reflux', 'Constipation', 'Dysphagia', 'Frontal bossing', 'Midface retrusion', 'Cognitive impairment', 'Lower limb asymmetry', 'Bilateral tonic-clonic seizure', 'Bilateral tonic-clonic seizure', 'Bradykinesia', 'Generalized myoclonic seizure', 'Generalized myoclonic seizure', 'Cerebral cortical atrophy', 'Generalized non-motor (absence) seizure', 'Generalized non-motor (absence) seizure', 'Generalized non-motor (absence) seizure', 'Ventriculomegaly', 'Status epilepticus', 'Status epilepticus', 'Spinal canal stenosis', 'Generalized-onset seizure', 'Generalized-onset seizure', 'Abnormality of speech or vocalization', 'Camptodactyly of finger', 'Abnormal intestine morphology', 'Self-injurious behavior', 'Generalized hirsutism', 'Poor fine motor coordination', 'Morning myoclonic jerks', 'Generalized cerebral atrophy/hypoplasia', 'Focal impaired awareness seizure', 'EEG with polyspike wave complexes', 'Developmental regression', 'Febrile seizure (within the age range of 3 months to 6 years)', 'Febrile seizure (within the age range of 3 months to 6 years)', 'Febrile seizure (within the age range of 3 months to 6 years)', 'Telangiectasia', 'EEG abnormality', 'Photosensitive tonic-clonic seizure', 'Atonic seizure', 'High hypermetropia', 'Tibial torsion', 'Incoordination', 'Clinodactyly of the 5th finger', 'Cranial nerve paralysis', 'Nystagmus', 'Optic atrophy', 'Short stature', 'Abnormal cardiovascular system morphology', 'Limited knee extension', 'Abnormality of the anus', 'Hemiplegia/hemiparesis', 'Neuroblastoma', 'Macule', 'Anxiety', 'Abnormal repetitive mannerisms', 'Delayed speech and language development', 'Aggressive behavior', 'Autism', 'Autistic behavior', 'Atypical behavior', 'Myopathy', 'Rib fusion', '11 pairs of ribs', 'Bifid ribs', 'Hypothyroidism', 'Abnormal blistering of the skin', 'Epicanthus', 'Delayed cranial suture closure', 'Aortic arch aneurysm', 'Kyphosis', 'Microcephaly', 'Brachycephaly', 'Failure to thrive', 'Obesity', 'Low-set, posteriorly rotated ears', 'Abnormal cardiac septum morphology', 'Long philtrum', 'Patent ductus arteriosus', 'Dilated cardiomyopathy', 'Abnormal heart valve morphology', 'Tetralogy of Fallot', 'Pointed chin', 'Atypical absence status epilepticus', 'Sensorineural hearing impairment', 'Annular pancreas', 'Conductive hearing impairment', 'Depressed nasal bridge', 'Strabismus', 'Abnormality of eye movement', 'Deeply set eye', 'Abnormality of the neck', 'Depressed nasal ridge', 'Short foot', 'Pes planus', 'Abnormality of the spleen', 'Wide nasal bridge', 'Cataract', 'Foot polydactyly', 'Visual impairment', 'Abnormality of vision', 'Horizontal eyebrow', 'Abnormal eyebrow morphology']",14,0,14
['Dimethylaniline oxidase 1'],[],0,0,0
['Solute carrier family 51 subunit alpha'],[],0,0,0
['SRC-1'],[],0,0,0
['RNF75'],[],0,0,0
['PACAP-R-1'],[],0,0,0
['Tryptase II'],[],0,0,0
['Fibroblast growth factor 23 N-terminal peptide'],[],0,0,0
['TRF'],[],0,0,0
['Gastric H(+)/K(+) ATPase subunit alpha'],[],0,0,0
['CRIK'],[],0,0,0
['Toll-like receptor 9'],[],0,0,0
['Aldehyde oxidase'],[],0,0,0
['Nuclear receptor subfamily 1 group B member 1'],[],0,0,0
['CDK9'],[],0,0,0
['sLAG-3'],[],0,0,0
['Doublecortin-like kinase 3'],[],0,0,0
['SYCL'],[],0,0,0
['Never in mitosis A-related kinase 5'],[],0,0,0
['NEDD-2'],[],0,0,0
['Nucleoside diphosphate-linked moiety X motif 2'],[],0,0,0
['Cardiac inward rectifier potassium channel'],[],0,0,0
['Galactosyltransferase-associated protein kinase p58/GTA'],[],0,0,0
['EAA3'],[],0,0,0
['Vascular cell adhesion protein 1'],[],0,0,0
['SLC15A1'],[],0,0,0
['p33 protein kinase'],[],0,0,0
['SP9155'],[],0,0,0
['3.1.1.3'],[],0,0,0
['Gene-rich cluster protein C9'],[],0,0,0
['FAM96B'],[],0,0,0
['Nuclear receptor subfamily 4 group A member 1'],[],0,0,0
['Multicatalytic endopeptidase complex subunit MECl-1'],[],0,0,0
['Monocyte secretory protein JE'],[],0,0,0
['NMU-R1'],[],0,0,0
['RING-type E3 ubiquitin transferase XIAP'],[],0,0,0
['LPA receptor 3'],[],0,0,0
['MAP3K8'],"['Autosomal dominant inheritance', 'Typified by somatic mosaicism', 'Lung adenocarcinoma', 'Alveolar cell carcinoma', 'Non-small cell lung carcinoma']",4,0,4
['NDUFS2L'],[],0,0,0
['Laminin-4 subunit gamma'],[],0,0,0
['2-oxoglutarate reductase'],[],0,0,0
['Endosome-associated ubiquitin isopeptidase'],[],0,0,0
['MCAM'],[],0,0,0
['CT1.4'],[],0,0,0
['Aryl-hydrocarbon receptor-interacting protein'],[],0,0,0
['Proteasome component C7-I'],[],0,0,0
['ARP3'],[],0,0,0
['MICOS10'],[],0,0,0
['Adenylate cyclase type IX'],[],0,0,0
['CAMK'],[],0,0,0
['ADCP2'],[],0,0,0
['EAB1'],[],0,0,0
['P2X4'],[],0,0,0
['SKI-1'],[],0,0,0
['TAS2R41'],[],0,0,0
['HEK7 ligand'],[],0,0,0
['2.5.1.58'],[],0,0,0
['Sepiapterin reductase'],[],0,0,0
['Stress-activated protein kinase 1c'],[],0,0,0
['DEAD box protein 48'],[],0,0,0
['Serine/threonine protein kinase PIK3CB'],[],0,0,0
['HsPEK'],[],0,0,0
['ARK-2'],[],0,0,0
['Transient receptor potential protein 12'],[],0,0,0
['Low molecular mass dual specificity phosphatase 3'],[],0,0,0
['32 kDa thioredoxin-related protein'],[],0,0,0
['Alpha-D-galactosidase A'],[],0,0,0
['TALK2'],[],0,0,0
['SRPRB'],[],0,0,0
['Fatty acid transport protein 5'],[],0,0,0
['PCFT'],[],0,0,0
['HLA-DRB3'],[],0,0,0
['CD_antigen=CD240D'],[],0,0,0
['PAR-4'],[],0,0,0
['IARS2'],"['Tapered finger', 'Brachydactyly', 'Bilateral sensorineural hearing impairment', 'Motor delay', 'Motor delay', 'Hypotonia', 'Hyporeflexia', 'Global developmental delay', 'Achalasia', 'Achalasia', 'Infra-orbital crease', 'Hypsarrhythmia', 'Congenital hip dislocation', 'Flexion contracture', 'Joint hypermobility', 'Small foramen magnum', 'Dislocation of the femoral head', 'Periarticular subcutaneous nodules', 'Delayed epiphyseal ossification', 'Spondyloepiphyseal dysplasia', 'Autosomal recessive inheritance', 'Skeletal dysplasia', 'Scoliosis', 'Scoliosis', 'Spondyloepimetaphyseal dysplasia', 'Narrow mouth', 'Narrow mouth', 'Hypoplasia of the odontoid process', 'Hyperlordosis', 'Midface retrusion', 'Central adrenal insufficiency', 'Telangiectasia of the skin', 'Cerebral cortical atrophy', 'Coronal cleft vertebrae', 'Spinal canal stenosis', 'Spinal canal stenosis', 'Infantile onset', 'Congenital onset', 'Pain insensitivity', 'Poikiloderma', 'Peripheral neuropathy', 'Peripheral neuropathy', 'Keratoconjunctivitis sicca', 'Sensorimotor neuropathy', 'Cervical spinal canal stenosis', 'Cervical spinal canal stenosis', 'Nystagmus', 'Hypoglycemia', 'Horizontal nystagmus', 'Short stature', 'Short stature', 'Thoracic kyphoscoliosis', 'Flared metaphysis', 'Short long bone', 'Metaphyseal irregularity', 'Sensory neuropathy', 'Flat forehead', 'Short nose', 'Fasting hypoglycemia', 'Decreased response to growth hormone stimulation test', 'Decreased response to growth hormone stimulation test', 'Short thorax', 'Osteopenia', 'Hip dislocation', 'Hip dislocation', 'Hydrocephalus', 'Thin vermilion border', 'Genu valgum', 'Genu valgum', 'Growth delay', 'Prelingual sensorineural hearing impairment', 'Distal sensory impairment', 'Long philtrum', 'Micrognathia', 'Breech presentation', 'Mandibular prognathia', 'Progressive sensorineural hearing impairment', 'Sensorineural hearing impairment', 'Sensorineural hearing impairment', 'Depressed nasal bridge', 'Strabismus', 'Deeply set eye', 'Pes planus', 'Underdeveloped nasal alae', 'Cataract', 'Cataract', 'Developmental cataract', 'Ptosis', 'Prominent forehead', 'Prominent forehead', 'Thick eyebrow', 'Thick eyebrow', 'Esotropia', 'Hypermetropia']",3,0,3
['Probable G-protein coupled receptor 146'],[],0,0,0
['ALOX15'],[],0,0,0
['KIAA1363'],[],0,0,0
['TrpC3'],"['Cerebellar atrophy', 'Ataxia', 'Autosomal dominant inheritance', 'Gait ataxia', 'Gait ataxia', 'Postural instability', 'Postural instability', 'Adult onset', 'Progressive', 'Unsteady gait', 'Cerebellar vermis atrophy', 'Cerebellar vermis atrophy']",7,0,7
['SETMAR'],[],0,0,0
['G-protein coupled receptor 6C.l'],[],0,0,0
['UDP-glucuronosyltransferase 1-1'],[],0,0,0
['PGES2'],[],0,0,0
['I-Rel'],[],0,0,0
['GLCL'],[],0,0,0
['POT1-like telomere end-binding protein'],[],0,0,0
['KPNA2'],[],0,0,0
['IL-22RA1'],[],0,0,0
['3.4.22.58'],[],0,0,0
['BLT1'],[],0,0,0
['IL4R'],[],0,0,0
['HLA-DQA1'],"['Polyneuropathy', 'Seizure', 'Ataxia', 'Steatorrhea', 'Decreased circulating prealbumin concentration', 'Cerebral calcification', 'Postnatal growth retardation', 'Autosomal recessive inheritance', 'Lymphoma', 'Celiac disease', 'Enamel hypoplasia', 'Non-Mendelian inheritance', 'Rickets', 'Decreased circulating IgA level', 'Gastroesophageal reflux', 'Abdominal pain', 'Diarrhea', 'Dysphagia', 'Vomiting', 'Decreased circulating vitamin B12 concentration', 'Reduced blood folate concentration', 'Decreased circulating vitamin D concentration', 'Prolonged prothrombin time', 'Recurrent aspiration pneumonia', 'Decreased circulating vitamin K concentration', 'Chest pain', 'Prolonged partial thromboplastin time', 'Type I diabetes mellitus', 'Thyroiditis', 'Abnormality of the abdominal wall', 'Macrocytic anemia', 'Short stature', 'Malnutrition', 'Cough', 'Anxiety', 'Depression', 'Infertility', 'Delayed puberty', 'Stomatitis', 'Abdominal distention', 'Wheezing', 'Abnormality of the coagulation cascade', 'Eczematoid dermatitis', 'Osteoporosis', 'Alopecia', 'Arthralgia', 'Failure to thrive', 'Bronchitis', 'Hypocalcemia', 'Recurrent aphthous stomatitis', 'Weight loss', 'Weight loss', 'Iron deficiency anemia', 'Thrombocytosis']",5,0,5
