,SID,Source Name,Registry Identifier,CID
11894,137275657,Comparative Toxicogenomics Database (CTD),C063855,6438357
11895,137275658,Comparative Toxicogenomics Database (CTD),D000408,16132042
11896,137275659,Comparative Toxicogenomics Database (CTD),D005666,3002119
11897,137275660,Comparative Toxicogenomics Database (CTD),C526709,
11898,137275661,Comparative Toxicogenomics Database (CTD),C436526,137216275
11899,137275662,Comparative Toxicogenomics Database (CTD),C023350,69730
11900,137275663,Comparative Toxicogenomics Database (CTD),C420242,6918234
11901,137275664,Comparative Toxicogenomics Database (CTD),C095178,126569
11902,137275665,Comparative Toxicogenomics Database (CTD),C473336,
11903,137275666,Comparative Toxicogenomics Database (CTD),C091160,38033
11904,137275667,Comparative Toxicogenomics Database (CTD),C046245,124219
11905,137275668,Comparative Toxicogenomics Database (CTD),C500368,10370799
11906,137275669,Comparative Toxicogenomics Database (CTD),C070070,123694
11907,137275670,Comparative Toxicogenomics Database (CTD),C008859,7511
11908,137275671,Comparative Toxicogenomics Database (CTD),C020889,107883
11909,137275672,Comparative Toxicogenomics Database (CTD),C038649,6437847
11910,137275673,Comparative Toxicogenomics Database (CTD),C031468,72422
11911,137275674,Comparative Toxicogenomics Database (CTD),C079689,151932
11912,137275675,Comparative Toxicogenomics Database (CTD),C034350,168756
11913,137275676,Comparative Toxicogenomics Database (CTD),C120504,
11914,137275677,Comparative Toxicogenomics Database (CTD),C508261,135659037
11915,137275678,Comparative Toxicogenomics Database (CTD),C508074,58311991
11916,137275679,Comparative Toxicogenomics Database (CTD),D001897,139620
11917,137275680,Comparative Toxicogenomics Database (CTD),C553472,
11918,137275681,Comparative Toxicogenomics Database (CTD),C021984,
11919,137275682,Comparative Toxicogenomics Database (CTD),C006686,72812
11920,137275683,Comparative Toxicogenomics Database (CTD),C009475,428
11921,137275684,Comparative Toxicogenomics Database (CTD),C089548,10064708
11922,137275685,Comparative Toxicogenomics Database (CTD),C052629,9576794
11923,137275686,Comparative Toxicogenomics Database (CTD),C526651,9585336
11924,137275687,Comparative Toxicogenomics Database (CTD),C006995,16035
11925,137275688,Comparative Toxicogenomics Database (CTD),C105739,137241419
11926,137275689,Comparative Toxicogenomics Database (CTD),D017886,14781
11927,137275690,Comparative Toxicogenomics Database (CTD),C438868,9892113
11928,137275691,Comparative Toxicogenomics Database (CTD),C530171,
11929,137275692,Comparative Toxicogenomics Database (CTD),C506836,11679937
11930,137275693,Comparative Toxicogenomics Database (CTD),C532828,61852
11931,137275694,Comparative Toxicogenomics Database (CTD),C061479,16132113
11932,137275695,Comparative Toxicogenomics Database (CTD),C533349,
11933,137275696,Comparative Toxicogenomics Database (CTD),C074950,
11934,137275697,Comparative Toxicogenomics Database (CTD),C086758,656486
11935,137275698,Comparative Toxicogenomics Database (CTD),C473110,11701
11936,137275699,Comparative Toxicogenomics Database (CTD),C541824,
11937,137275700,Comparative Toxicogenomics Database (CTD),C050992,5311325
11938,137275701,Comparative Toxicogenomics Database (CTD),C024024,108027
11939,137275702,Comparative Toxicogenomics Database (CTD),C073972,11645
11940,137275703,Comparative Toxicogenomics Database (CTD),C521487,24836820
11941,137275704,Comparative Toxicogenomics Database (CTD),C060750,156593637
11942,137275705,Comparative Toxicogenomics Database (CTD),C504137,84878
11943,137275706,Comparative Toxicogenomics Database (CTD),D006834,9321
11944,137275707,Comparative Toxicogenomics Database (CTD),C540395,5380452
11945,137275708,Comparative Toxicogenomics Database (CTD),C014674,18064
11946,137275709,Comparative Toxicogenomics Database (CTD),C045611,115059
11947,137275710,Comparative Toxicogenomics Database (CTD),C431583,57519486
11948,137275711,Comparative Toxicogenomics Database (CTD),C015138,135398585
11949,137275712,Comparative Toxicogenomics Database (CTD),C521047,11282283
11950,137275713,Comparative Toxicogenomics Database (CTD),D002255,767
11951,137275714,Comparative Toxicogenomics Database (CTD),C107901,260809
11952,137275715,Comparative Toxicogenomics Database (CTD),C114947,5311451
11953,137275716,Comparative Toxicogenomics Database (CTD),C001520,102950
11954,137275717,Comparative Toxicogenomics Database (CTD),C512862,181880
11955,137275718,Comparative Toxicogenomics Database (CTD),C007306,9237
11956,137275719,Comparative Toxicogenomics Database (CTD),C043357,126311
11957,137275720,Comparative Toxicogenomics Database (CTD),C029390,3035041
11958,137275721,Comparative Toxicogenomics Database (CTD),C037341,73973
11959,137275722,Comparative Toxicogenomics Database (CTD),C569107,
11960,137275723,Comparative Toxicogenomics Database (CTD),D019835,10100083
11961,137275724,Comparative Toxicogenomics Database (CTD),D052157,
11962,137275725,Comparative Toxicogenomics Database (CTD),C110923,15487887
11963,137275726,Comparative Toxicogenomics Database (CTD),C077304,3036127
11964,137275727,Comparative Toxicogenomics Database (CTD),C538896,17818
11965,137275728,Comparative Toxicogenomics Database (CTD),C004468,3955344
11966,137275729,Comparative Toxicogenomics Database (CTD),D017895,
11967,137275730,Comparative Toxicogenomics Database (CTD),C031800,7918
11968,137275731,Comparative Toxicogenomics Database (CTD),C065581,6324659
11969,137275732,Comparative Toxicogenomics Database (CTD),C430985,9850474
11970,137275733,Comparative Toxicogenomics Database (CTD),C553473,135659034
11971,137275734,Comparative Toxicogenomics Database (CTD),D007477,
11972,137275735,Comparative Toxicogenomics Database (CTD),C472668,42609702
11973,137275736,Comparative Toxicogenomics Database (CTD),C042172,24937
11974,137275737,Comparative Toxicogenomics Database (CTD),C472349,
11975,137275738,Comparative Toxicogenomics Database (CTD),C043669,2817
11976,137275739,Comparative Toxicogenomics Database (CTD),C048567,193491
11977,137275740,Comparative Toxicogenomics Database (CTD),D054848,16132327
11978,137275741,Comparative Toxicogenomics Database (CTD),C517041,
11979,137275742,Comparative Toxicogenomics Database (CTD),C424427,
11980,137275743,Comparative Toxicogenomics Database (CTD),C503534,11652416
11981,137275744,Comparative Toxicogenomics Database (CTD),C430230,11527474
11982,137275745,Comparative Toxicogenomics Database (CTD),C544831,42642645
11983,137275746,Comparative Toxicogenomics Database (CTD),C541117,5320946
11984,137275747,Comparative Toxicogenomics Database (CTD),C101705,9814367
11985,137275748,Comparative Toxicogenomics Database (CTD),C106263,153976
11986,137275749,Comparative Toxicogenomics Database (CTD),C119203,132519
11987,137275750,Comparative Toxicogenomics Database (CTD),D004148,
11988,137275751,Comparative Toxicogenomics Database (CTD),C119957,5311381
11989,137275752,Comparative Toxicogenomics Database (CTD),C012779,196480
11990,137275753,Comparative Toxicogenomics Database (CTD),C542681,
11991,137275754,Comparative Toxicogenomics Database (CTD),D015386,
11992,137275755,Comparative Toxicogenomics Database (CTD),C553471,16216349
11993,137275756,Comparative Toxicogenomics Database (CTD),C002470,93017
11994,137275757,Comparative Toxicogenomics Database (CTD),C006261,9954082
11995,137275758,Comparative Toxicogenomics Database (CTD),D005035,
11996,137275759,Comparative Toxicogenomics Database (CTD),C086861,75227
11997,137275760,Comparative Toxicogenomics Database (CTD),C026219,5282848
11998,137275761,Comparative Toxicogenomics Database (CTD),D007692,24261
11999,137275762,Comparative Toxicogenomics Database (CTD),C107902,6426685
12000,137275763,Comparative Toxicogenomics Database (CTD),C023604,15295
12001,137275764,Comparative Toxicogenomics Database (CTD),C009907,
12002,137275765,Comparative Toxicogenomics Database (CTD),C473193,64832
12003,137275766,Comparative Toxicogenomics Database (CTD),C052133,5463984
12004,137275767,Comparative Toxicogenomics Database (CTD),D005028,
12005,137275768,Comparative Toxicogenomics Database (CTD),C027290,74265
12006,137275769,Comparative Toxicogenomics Database (CTD),C020758,159675
12007,137275770,Comparative Toxicogenomics Database (CTD),D038961,72193709
12008,137275771,Comparative Toxicogenomics Database (CTD),C555746,
12009,137275772,Comparative Toxicogenomics Database (CTD),C118715,9863776
12010,137275773,Comparative Toxicogenomics Database (CTD),C118336,
12011,137275774,Comparative Toxicogenomics Database (CTD),C006495,3084025
12012,137275775,Comparative Toxicogenomics Database (CTD),C000536,18502
12013,137275776,Comparative Toxicogenomics Database (CTD),C034211,62402
12014,137275777,Comparative Toxicogenomics Database (CTD),C008756,24290
12015,137275778,Comparative Toxicogenomics Database (CTD),C005524,169785
12016,144087349,Comparative Toxicogenomics Database (CTD),C427471,
12017,144087350,Comparative Toxicogenomics Database (CTD),C029662,
12018,144087351,Comparative Toxicogenomics Database (CTD),C081014,37840
12019,144087352,Comparative Toxicogenomics Database (CTD),C478783,16759369
12020,144087353,Comparative Toxicogenomics Database (CTD),C539241,16751118
12021,144087354,Comparative Toxicogenomics Database (CTD),C053775,
12022,144087355,Comparative Toxicogenomics Database (CTD),C006389,903
12023,144087356,Comparative Toxicogenomics Database (CTD),C570019,
12024,144087357,Comparative Toxicogenomics Database (CTD),C032061,119544
12025,144087358,Comparative Toxicogenomics Database (CTD),D002396,
12026,144087359,Comparative Toxicogenomics Database (CTD),C495433,
12027,144087360,Comparative Toxicogenomics Database (CTD),C066024,4698
12028,144087361,Comparative Toxicogenomics Database (CTD),C066209,1784
12029,144087362,Comparative Toxicogenomics Database (CTD),C028530,10938
12030,144087363,Comparative Toxicogenomics Database (CTD),C025910,6213
12031,144087364,Comparative Toxicogenomics Database (CTD),C029663,14782
12032,144087365,Comparative Toxicogenomics Database (CTD),C009361,19988
12033,144087366,Comparative Toxicogenomics Database (CTD),C019309,7954
12034,144087367,Comparative Toxicogenomics Database (CTD),C025447,
12035,144087368,Comparative Toxicogenomics Database (CTD),C058309,441737
12036,144087369,Comparative Toxicogenomics Database (CTD),C403008,785
12037,144087370,Comparative Toxicogenomics Database (CTD),C030345,65144
12038,144087371,Comparative Toxicogenomics Database (CTD),C116689,
12039,144087372,Comparative Toxicogenomics Database (CTD),C082497,9848024
12040,144087373,Comparative Toxicogenomics Database (CTD),C521334,
12041,144087374,Comparative Toxicogenomics Database (CTD),C031226,54680660
12042,144087375,Comparative Toxicogenomics Database (CTD),C478854,155166
12043,144087376,Comparative Toxicogenomics Database (CTD),C082366,77324
12044,144087377,Comparative Toxicogenomics Database (CTD),C514353,10127475
12045,144087378,Comparative Toxicogenomics Database (CTD),C060368,130702
12046,144087379,Comparative Toxicogenomics Database (CTD),C031021,10947
12047,144087380,Comparative Toxicogenomics Database (CTD),C004848,10334
12048,144087381,Comparative Toxicogenomics Database (CTD),C006890,160466
12049,144087382,Comparative Toxicogenomics Database (CTD),C024713,12389
12050,144087383,Comparative Toxicogenomics Database (CTD),C047116,5357211
12051,144087384,Comparative Toxicogenomics Database (CTD),C055871,128848
12052,144087385,Comparative Toxicogenomics Database (CTD),C573693,11663931
12053,144087386,Comparative Toxicogenomics Database (CTD),C013298,8096
12054,144087387,Comparative Toxicogenomics Database (CTD),C055124,10471963
12055,144087388,Comparative Toxicogenomics Database (CTD),C019012,8181
12056,144087389,Comparative Toxicogenomics Database (CTD),C486136,
12057,144087390,Comparative Toxicogenomics Database (CTD),C561372,60156254
12058,144087391,Comparative Toxicogenomics Database (CTD),C527454,129845854
12059,144087392,Comparative Toxicogenomics Database (CTD),C423630,18909
12060,144087393,Comparative Toxicogenomics Database (CTD),C522246,9996409
12061,144087394,Comparative Toxicogenomics Database (CTD),C534345,
12062,144087395,Comparative Toxicogenomics Database (CTD),C035822,13229
12063,144087396,Comparative Toxicogenomics Database (CTD),C008446,4141
12064,144087397,Comparative Toxicogenomics Database (CTD),C077265,6439428
12065,144087398,Comparative Toxicogenomics Database (CTD),C100297,11969548
12066,144087399,Comparative Toxicogenomics Database (CTD),C067207,119041
12067,144087400,Comparative Toxicogenomics Database (CTD),C555027,
12068,144087401,Comparative Toxicogenomics Database (CTD),C011582,149435321
12069,144087402,Comparative Toxicogenomics Database (CTD),C040735,44306544
12070,144087403,Comparative Toxicogenomics Database (CTD),D011140,12254
12071,144087404,Comparative Toxicogenomics Database (CTD),C503854,
12072,144087405,Comparative Toxicogenomics Database (CTD),D001685,
12073,144087406,Comparative Toxicogenomics Database (CTD),C039900,945
12074,144087407,Comparative Toxicogenomics Database (CTD),C027118,16958
12075,144087408,Comparative Toxicogenomics Database (CTD),C560357,
12076,144087409,Comparative Toxicogenomics Database (CTD),C569465,157849
12077,144087410,Comparative Toxicogenomics Database (CTD),C547126,
12078,144087411,Comparative Toxicogenomics Database (CTD),C084061,161350
12079,144087412,Comparative Toxicogenomics Database (CTD),C498383,11692946
12080,144087413,Comparative Toxicogenomics Database (CTD),C515564,133188597
12081,144087414,Comparative Toxicogenomics Database (CTD),C026879,31340
12082,144087415,Comparative Toxicogenomics Database (CTD),C027773,7594
12083,144087416,Comparative Toxicogenomics Database (CTD),C571852,71396433
12084,144087417,Comparative Toxicogenomics Database (CTD),C012170,104744
12085,144087418,Comparative Toxicogenomics Database (CTD),C520892,2734117
12086,144087419,Comparative Toxicogenomics Database (CTD),C503823,517737
12087,144087420,Comparative Toxicogenomics Database (CTD),C009093,4970
